1,1,1,1
2,2,2,6
3,3,3,11
5,5,5,2
6,6,6,1
7,7,7,3
8,8,9,2
9,9,10,1
10,10,11,12
12,12,19,15
13,13,20,1
14,14,74,1
15,15,75,1
16,16,85,1
17,17,86,2
18,18,89,1
19,19,91,2
20,20,97,2
21,21,106,2
22,22,113,2
23,23,115,2
24,24,162,2
25,25,163,5
26,26,170,1
27,27,173,2
28,28,1264,2
29,29,1401,2
30,30,1478,2
31,31,1536,2
32,32,1723,1
33,33,1724,1
34,34,1729,1
35,35,1735,15
36,36,1737,9
37,37,1743,9
38,38,1745,9
39,39,1754,9
40,40,1756,10
41,41,1760,10
42,42,1762,11
43,43,1764,11
45,45,1774,3
46,46,1782,3
47,47,1784,3
49,49,1795,9
50,50,1804,15
51,51,1809,15
52,52,1865,9
53,53,1883,9
54,54,1893,1
55,55,1928,9
56,56,1961,9
57,57,1987,9
58,58,2028,10
59,59,2114,1
60,60,2251,15
61,61,2262,15
62,62,2267,9
63,63,2416,9
64,64,2493,9
65,65,2497,9
67,67,2608,3
68,68,2685,9
69,69,2934,15
70,70,3376,1
71,71,3382,1
72,72,3387,1
73,73,3393,1
74,74,3394,1
75,75,3400,10
76,76,3401,9
77,77,3408,5
78,78,3411,5
79,79,3431,10
80,80,3433,10
81,81,3436,15
82,82,3443,10
83,83,3449,10
84,84,3457,10
85,85,3459,2
87,87,3467,9
88,88,3471,9
89,89,3476,9
90,90,3503,9
91,91,3520,10
92,92,3532,13
93,93,3686,10
94,94,3781,9
95,95,3854,1
96,96,3863,9
97,97,3876,9
99,99,3955,9
100,100,3973,9
102,102,4128,9
103,103,4265,15
104,104,4309,10
105,105,4380,10
106,106,4545,10
107,107,4638,10
108,108,4658,10
109,109,4810,9
110,110,5027,10
111,111,5033,10
112,112,5038,10
113,113,5045,10
114,114,5047,10
115,115,5053,10
116,116,5059,10
117,117,5064,10
118,118,5068,11
119,119,5075,11
120,120,5077,11
122,122,5091,9
123,123,5100,9
124,124,5105,9
125,125,5112,9
126,126,5115,5
127,127,5118,5
128,128,5128,9
129,129,5277,10
130,130,5286,10
131,131,5306,10
132,132,5315,10
133,133,5323,10
134,134,5365,10
135,135,5390,10
136,136,5413,10
137,137,5498,9
138,138,5581,10
139,139,5582,10
140,140,5662,10
141,141,5767,9
142,142,5842,10
143,143,5849,9
144,144,5881,10
145,145,5923,10
146,146,6164,10
147,147,6314,10
148,148,6418,5
150,150,6686,10
151,151,6687,10
152,152,6691,9
153,153,6697,5
154,154,6700,6
155,155,6706,5
156,156,6707,5
157,157,6714,3
158,158,6720,3
159,159,6722,3
160,160,6727,3
161,161,6738,11
162,162,6747,11
163,163,6748,11
164,164,6752,10
165,165,6756,10
166,166,6762,6
167,167,6769,6
168,168,6770,5
170,170,6781,3
171,171,6986,3
172,172,7039,6
173,173,7068,10
174,174,7255,10
175,175,7263,10
176,176,7522,10
177,177,7572,10
178,178,7595,10
179,179,7809,10
180,180,7811,10
181,181,7908,10
182,182,8015,10
183,183,8169,11
184,184,8332,1
185,185,8333,1
186,186,8338,1
187,187,8341,9
188,188,8346,1
189,189,8359,1
190,190,8362,5
191,191,8366,1
192,192,8368,1
193,193,8379,1
194,194,8388,1
196,196,8403,9
197,197,8411,9
198,198,8414,9
199,199,8419,9
200,200,8424,12
201,201,8451,1
203,203,8455,1
205,205,8468,1
206,206,8474,12
207,207,8475,10
208,208,8478,12
209,209,8480,12
210,210,8484,12
211,211,8596,1
213,213,8663,1
214,214,8687,1
215,215,8818,9
216,216,8848,9
217,217,8872,1
219,219,9153,9
220,220,9223,9
221,221,9224,9
222,222,9309,9
225,225,9526,9
227,227,9638,12
228,228,10040,12
229,229,10046,12
230,230,10051,12
231,231,10059,12
232,232,10060,9
234,234,10069,12
241,241,10121,9
242,242,10127,12
243,243,10128,12
244,244,10130,12
245,245,10133,12
246,246,10137,12
249,249,10160,3
253,253,10177,9
254,254,10183,9
258,258,10243,9
259,259,10435,12
260,260,10453,9
262,262,10535,12
263,263,10762,12
264,264,10814,9
265,265,10815,9
266,266,10872,9
267,267,10894,9
268,268,10958,3
269,269,11015,9
270,270,11102,3
271,271,11126,9
272,272,11322,9
273,273,11357,1
275,275,11474,9
276,276,11752,6
277,277,11754,5
278,278,11757,5
279,279,11762,5
281,281,11769,5
282,282,11775,5
283,283,11777,5
284,284,11783,5
285,285,11789,2
286,286,11807,1
287,287,11811,1
288,288,11816,2
289,289,11820,1
290,290,11826,2
291,291,11834,2
292,292,11836,2
293,293,11838,2
294,294,11851,2
295,295,11860,2
296,296,11952,5
297,297,12035,15
298,298,12051,15
299,299,12091,5
300,300,12097,15
301,301,12107,5
302,302,12126,2
303,303,12131,5
304,304,12231,2
305,305,12334,15
306,306,12509,2
307,307,12525,1
308,308,12566,5
309,309,12976,1
310,310,13037,1
311,311,13402,2
312,312,13405,5
313,313,13411,5
314,314,13419,1
315,315,13422,1
316,316,13426,1
317,317,13429,1
318,318,13434,1
319,319,13438,1
320,320,13447,15
321,321,13519,5
322,322,13545,15
323,323,13590,1
324,324,13630,3
325,325,13635,3
326,326,13814,15
327,327,13943,3
328,328,13964,5
329,329,13979,3
330,330,13992,1
331,331,14074,3
332,332,14155,3
333,333,14180,5
334,334,14300,5
335,335,14413,3
336,336,14437,5
337,337,14451,5
338,338,14565,5
339,339,14660,5
340,340,14760,9
341,341,14768,6
342,342,14997,2
343,343,15005,2
344,344,15011,2
345,345,15017,2
347,347,15024,2
348,348,15025,5
349,349,15030,5
350,350,15040,5
351,351,15117,2
352,352,15143,5
353,353,15178,2
354,354,15234,2
355,355,15256,1
356,356,15269,5
357,357,15333,2
358,358,15359,5
359,359,15489,9
360,360,15528,2
361,361,15587,5
362,362,15650,5
363,363,15710,9
364,364,15777,5
365,365,15826,5
366,366,15878,9
