1,1,1
2,2,6
3,3,11
4,4,1
5,5,2
6,6,3
7,7,9
9,10,3
10,11,12
11,12,12
12,17,15
13,70,1
14,73,1
15,74,1
16,80,1
17,83,1
18,84,2
19,87,1
20,89,2
22,95,2
23,99,2
24,107,12
25,108,2
26,112,2
27,116,2
29,166,2
30,169,12
33,1166,12
34,1319,2
35,1422,2
36,1726,1
37,1735,9
38,1737,9
39,1740,9
40,1744,10
41,1747,10
42,1752,12
43,1753,12
44,1758,9
45,1761,10
47,1784,3
48,1790,3
49,1792,12
52,1806,1
54,1812,1
55,1869,10
56,1901,1
57,1910,9
58,2060,1
59,2080,9
60,2084,9
61,2134,9
62,2202,15
63,2361,9
64,2419,9
66,2615,9
67,3379,1
68,3385,1
69,3387,1
70,3400,9
71,3403,9
72,3410,6
73,3416,9
74,3418,6
75,3420,6
76,3432,10
77,3438,10
78,3440,10
79,3455,6
80,3465,9
81,3468,9
82,3479,3
83,3523,10
84,3572,6
85,3728,6
86,3806,1
87,3825,9
88,4064,10
89,4150,10
90,4225,10
91,4474,9
92,4584,10
93,4623,12
94,4659,6
95,4731,9
96,5026,10
97,5036,10
98,5043,10
99,5050,10
100,5052,10
101,5067,10
102,5085,10
103,5088,9
104,5095,10
105,5101,5
106,5106,5
107,5111,5
108,5121,1
109,5127,9
110,5146,10
111,5162,10
112,5280,10
113,5281,10
114,5476,10
115,5715,10
116,5716,10
117,5721,10
118,5746,10
119,5988,10
120,6004,10
121,6099,10
122,6139,10
123,6356,10
124,6455,9
125,6460,5
126,6687,10
127,6694,10
128,6701,9
129,6705,5
130,6709,5
131,6725,5
132,6740,11
133,6747,11
134,6748,11
135,6756,11
136,6758,11
137,6760,11
138,6766,11
139,6773,5
140,6776,5
141,6778,5
142,6804,10
143,7070,10
144,7081,11
145,7085,5
146,7127,10
147,7260,10
148,7413,11
149,7445,10
150,7571,10
151,7805,10
152,7916,10
153,7992,10
154,8330,3
155,8335,3
156,8338,9
157,8346,1
164,8390,3
165,8394,9
166,8400,9
167,8401,9
168,8417,12
169,8424,12
170,8443,3
171,8445,3
173,8463,12
174,8464,12
177,8471,12
178,8475,12
