1,1,1,1
2,2,2,9
3,3,3,10
4,4,4,1
5,5,5,2
6,6,6,3
7,7,7,3
8,8,9,2
9,9,10,1
10,10,11,12
11,11,12,13
12,12,19,15
13,13,70,1
14,14,75,1
16,16,84,12
17,17,93,12
18,18,97,12
19,19,110,2
20,20,112,12
21,21,113,2
22,22,117,2
25,25,166,12
26,26,167,12
27,27,172,12
28,28,1354,12
29,29,1424,12
30,30,1722,3
31,31,1726,3
32,32,1732,3
33,33,1735,9
34,34,1739,9
35,35,1743,6
36,36,1745,9
37,37,1749,10
38,38,1754,9
39,39,1756,9
40,40,1762,10
43,43,1778,1
44,44,1782,3
45,45,1784,3
46,46,1785,3
47,47,1790,3
48,48,1793,9
49,49,1799,15
50,50,1802,3
51,51,1809,12
52,52,1811,9
53,53,2010,1
54,54,2020,10
55,55,2025,9
56,56,2035,3
57,57,2069,9
58,58,2302,15
59,59,2397,3
60,60,2411,9
61,61,2441,9
62,62,2625,9
64,64,3388,1
65,65,3398,9
66,66,3402,9
67,67,3411,9
68,68,3417,10
69,69,3431,10
70,70,3433,10
71,71,3437,10
72,72,3440,10
73,73,3442,10
74,74,3443,10
75,75,3445,10
76,76,3456,10
77,77,3460,10
78,78,3463,9
79,79,3464,9
80,80,3548,3
81,81,3613,6
82,82,3662,6
83,83,3685,10
84,84,3733,10
85,85,3759,3
86,86,3826,10
87,87,4061,10
88,88,4065,10
89,89,4442,10
90,90,4599,10
91,91,4710,10
92,92,4762,9
93,93,5031,10
94,94,5035,10
95,95,5036,10
96,96,5038,10
97,97,5042,10
98,98,5048,10
100,100,5052,10
101,101,5057,10
102,102,5063,10
103,103,5090,3
104,104,5092,10
105,105,5096,10
106,106,5098,3
107,107,5106,10
108,108,5114,3
109,109,5119,3
110,110,5127,3
111,111,5129,1
112,112,5265,10
113,113,5287,10
114,114,5336,10
115,115,5342,10
116,116,5462,10
117,117,5477,10
118,118,5511,10
119,119,5533,10
120,120,5574,10
121,121,5748,10
122,122,5787,10
123,123,5926,10
124,124,5955,10
125,125,6053,10
126,126,6069,10
127,127,6289,10
128,128,6412,9
129,129,6414,9
130,130,6681,9
131,131,6690,10
132,132,6692,10
133,133,6700,5
134,134,6702,10
135,135,6710,3
136,136,6711,3
137,137,6715,3
138,138,6738,11
139,139,6743,11
140,140,6744,11
141,141,6749,10
142,142,6752,10
143,143,6759,10
144,144,6761,6
145,145,6762,6
146,146,6768,10
147,147,6777,3
148,148,6909,10
149,149,7112,10
150,150,7135,10
151,151,7227,10
152,152,7268,10
153,153,7269,10
154,154,7278,6
155,155,7331,6
156,156,7354,10
157,157,7554,10
158,158,7591,10
159,159,7600,10
160,160,7652,10
161,161,7679,10
162,162,7899,10
163,163,7902,10
164,164,8047,10
165,165,8332,3
166,166,8333,3
167,167,8337,1
168,168,8340,1
169,169,8342,1
170,170,8348,1
171,171,8350,1
172,172,8358,9
174,174,8362,9
175,175,8363,12
178,178,8379,1
179,179,8390,3
180,180,8395,9
181,181,8403,1
182,182,8407,9
184,184,8415,9
185,185,8421,10
186,186,8423,9
187,187,8429,12
188,188,8433,10
189,189,8446,1
190,190,8450,1
191,191,8451,1
192,192,8460,1
193,193,8463,1
194,194,8469,10
195,195,8476,10
196,196,8481,12
197,197,8483,12
198,198,8735,1
199,199,8817,1
200,200,8830,1
202,202,9012,1
203,203,9018,9
204,204,9053,9
205,205,9103,12
209,209,9320,10
210,210,9380,1
211,211,9467,10
212,212,9488,12
213,213,9524,10
214,214,9611,12
215,215,9619,12
216,216,9623,10
217,217,10039,12
218,218,10044,12
219,219,10058,12
220,220,10060,12
221,221,10064,9
222,222,10068,9
223,223,10073,9
224,224,10075,9
