1,1,1
2,2,10
5,6,1
6,7,3
7,9,12
8,10,1
9,11,11
11,14,1
12,20,15
13,21,15
14,77,1
20,117,2
23,176,12
26,1727,1
27,1731,15
28,1732,1
29,1735,9
30,1738,9
31,1743,10
32,1751,10
33,1757,10
34,1780,3
35,1784,3
36,1786,3
37,1790,1
38,1792,9
39,1799,3
43,1811,9
44,1862,10
45,1870,10
46,1906,9
47,1916,10
48,1956,15
49,2067,9
50,2078,10
51,2139,3
52,2230,9
53,2267,9
54,2281,9
56,2575,9
57,2613,9
58,3389,15
59,3394,1
61,3403,9
62,3416,6
64,3451,12
66,3465,10
67,3479,1
68,3518,6
69,3521,6
71,3664,9
72,3669,9
73,3780,6
75,3969,9
76,4002,9
81,4822,10
82,4858,10
83,5029,10
84,5038,11
85,5041,10
86,5042,10
87,5046,11
88,5055,10
89,5061,11
90,5077,11
91,5091,9
92,5094,3
93,5103,3
95,5108,5
96,5112,3
97,5122,3
99,5151,11
100,5277,10
101,5281,10
102,5622,10
103,5657,10
104,5666,10
105,5718,10
106,5824,10
107,5911,10
108,6137,10
109,6154,10
110,6200,10
111,6331,9
113,6543,9
114,6681,10
115,6682,10
116,6691,10
117,6693,10
118,6701,5
119,6707,3
120,6712,3
121,6720,9
122,6727,5
123,6737,11
124,6738,11
125,6746,11
126,6749,11
127,6752,11
128,6755,5
129,6757,10
130,6761,10
131,6776,5
132,6811,10
133,6817,3
134,6906,10
135,6924,10
136,6952,10
137,7045,5
138,7076,10
139,7250,5
140,7345,10
141,7356,10
142,7395,5
143,7449,10
144,7511,10
145,7572,10
146,7644,5
147,7853,5
148,7874,11
149,8330,9
150,8337,1
151,8340,1
152,8352,2
155,8374,1
156,8376,1
157,8387,9
158,8392,9
159,8395,9
160,8400,9
161,8408,9
162,8410,9
163,8417,11
164,8432,12
165,8433,12
166,8434,11
167,8444,3
168,8447,1
172,8472,12
173,8475,12
175,8483,12
181,8961,9
185,9261,9
187,9343,12
188,9414,9
190,9666,12
191,9725,12
192,10045,11
193,10052,9
194,10055,9
195,10069,9
197,10089,12
198,10097,9
199,10100,9
201,10110,1
202,10111,12
204,10121,9
205,10123,9
206,10139,12
207,10141,12
208,10161,1
209,10169,3
211,10177,12
214,10197,15
215,10271,12
216,10373,11
217,10490,12
218,10497,9
219,10650,9
220,10725,9
221,10870,3
222,10907,3
223,11016,3
224,11141,12
225,11313,9
227,11632,3
228,11748,6
229,11750,6
230,11760,5
231,11762,6
232,11765,5
