0.35682,0.48378,0.64073,0.62938,0.45658,0.070819,-0.87941,-1.4616,-0.81961,0.017121,0.28455,0.38432,0.59632,0.6609,0.61443,0.74981,1.0972,1.1901,0.57418,-0.14614,-0.48306,-0.43187,-0.090842,0.014304,-0.12422,-0.00021415,0.57415,1.1689,1.2689,0.90832,0.49958,0.30121,-0.11835,-0.72118,-0.73207,0.065923,1.0902,1.6582,1.6317,1.1881,0.67646,0.35512,0.17609,-0.19169,-0.50465,-0.081456,0.68881,1.2216,1.5497,1.6617,1.7905,2.0242,2.0027,1.6712,0.87008,-0.26339,-0.83925,-0.50115,0.364,1.1687,1.45,1.1512,0.89701,1.0684,1.2886,1.5184,1.4605,0.87413,0.49889,0.50546,0.42519,0.65394,1.3352,1.7484,1.6865,1.4456,1.3119,1.3658,1.3758,1.0906,0.59523,0.18389,-0.044916,0.076777,0.64566,1.2757,1.2087,0.20436,-0.67153,-0.63201,-0.11504,0.13906,-0.047302,-0.28567,0.10918,2.6064
0.20855,0.40395,0.51231,0.47214,0.29541,-0.029076,-0.60651,-0.90005,-0.65447,-0.50517,-0.22646,0.4747,0.84131,0.43425,-0.245,-0.7026,-0.52518,0.33186,0.74842,0.23145,-0.21709,-0.040612,0.30593,0.30743,0.11793,0.42486,1.1523,1.5275,1.1291,-0.31287,-1.821,-1.9618,-1.4151,-1.0481,-0.49087,0.28644,0.58654,0.11756,-0.38689,-0.27562,0.068602,0.38174,0.54542,-0.11048,-0.93246,-0.68486,0.30258,1.1336,1.459,1.5697,1.5855,1.1666,0.62859,0.32538,0.018279,-0.35829,-0.58538,-0.25762,0.39896,0.51929,0.22832,0.1459,0.085291,-0.20363,-0.59254,-0.89944,-1.0591,-1.011,-0.70444,-0.48909,-0.76733,-0.88018,-0.45124,-0.07117,0.63871,1.545,1.5589,1.0257,0.79703,0.89024,0.96183,0.7316,0.25899,-0.29947,-0.61073,-0.51212,-0.59606,-0.74814,-0.57156,-0.63115,-1.0183,-1.0879,-0.47005,0.35772,0.89163,1.1581
0.086196,0.22635,0.41433,0.095798,-0.40666,-0.29689,-0.015336,0.10267,0.38286,0.39778,-0.11276,-0.2332,0.15761,-0.076015,-0.75117,-0.8739,-0.58886,-0.46351,-0.019839,0.88087,1.2366,0.90439,0.6089,0.65369,0.71716,0.84141,0.9798,0.50955,-0.20631,-0.41424,-0.26264,-0.26686,-0.47001,-0.38658,-0.016682,0.37126,0.69246,0.88382,1.0782,1.1376,0.76972,0.018234,-0.60694,-0.68683,-0.58417,-0.54519,-0.41299,-0.011343,0.90788,1.6407,1.2976,0.5858,0.088834,-0.22755,-0.34347,-0.5677,-0.72452,-0.42573,0.26505,0.87478,1.088,1.2563,1.2791,0.74806,0.14004,-0.0073027,0.29689,0.63055,0.43752,0.17064,0.34974,0.48157,0.52645,0.80829,1.2319,1.558,1.3369,0.64228,0.081402,-0.22001,-0.20579,0.41999,1.2518,1.1637,0.41159,-0.14297,-0.58666,-0.62552,-0.048888,0.31712,-0.17601,-0.74288,-0.50279,0.095352,0.42623,1.273
0.8221,1.4796,1.4403,0.89345,0.057228,-1.3011,-2.2854,-1.6621,0.15356,1.8648,2.9149,2.8261,1.5116,-0.012601,-1.1866,-1.6876,-1.1244,-0.3238,-0.64022,-1.354,-1.383,-1.0775,-0.27304,0.72415,1.121,1.0297,0.94498,0.79203,0.30264,-0.35251,-0.85153,-0.32761,0.61298,0.89732,0.79733,0.18978,-0.30384,-0.15185,-0.024133,-0.22758,0.086365,1.4508,2.2125,1.1186,-0.60688,-1.3262,-1.0779,-0.51731,0.42608,1.2165,1.6602,2.4034,3.0016,2.2394,-0.072168,-1.8778,-1.3073,0.39084,1.2355,1.1496,0.73881,0.30438,0.49211,1.3644,1.6002,0.88355,0.0080954,-0.73307,-1.166,-0.97615,-0.20911,-0.028077,-0.7406,-1.2161,-1.1491,-0.76354,-0.089333,0.69325,0.80833,0.20599,-0.063487,0.16373,0.30832,0.32201,0.61927,0.7576,0.19667,-0.11347,0.54913,0.94509,0.39665,0.20806,0.53224,0.52059,0.62387,1.432
-0.2643,-0.065423,0.37582,0.60187,0.6873,0.56355,-0.031842,-0.86555,-1.7749,-2.3088,-2.0964,-1.4463,-0.41439,0.96756,1.8048,1.7034,1.6005,1.8223,1.3947,-0.052996,-1.4057,-1.8998,-1.5357,-0.749,-0.19824,0.30201,0.35899,-0.28791,-0.63045,-0.8938,-1.5649,-1.6031,-1.0268,-0.95286,-1.0159,-0.49347,0.19079,0.30717,0.10027,0.058514,-0.15391,-0.20733,0.15759,0.17934,-0.22902,-0.57737,-0.78272,-0.73746,-0.40063,-0.13968,0.27435,0.7962,0.76251,-0.041243,-0.75411,-0.506,0.05861,0.8872,1.6656,1.1943,0.13574,-0.65405,-1.4557,-1.9557,-1.5534,-1.1389,-1.8765,-2.8084,-2.5415,-1.6332,-1.4484,-1.542,-1.0385,-0.77219,-0.6819,-0.069643,0.44104,0.75743,0.91718,0.47103,0.093675,0.21548,-0.022493,-0.92953,-1.5204,-1.1027,-0.77213,-0.92095,-0.64732,-0.49916,-0.52817,0.098185,0.88248,1.1463,0.71774,-0.97667
0.72245,1.2911,0.73108,-0.26058,-0.51305,-0.28972,-0.40087,-0.79338,-1.0578,-1.3681,-1.1241,-0.12508,0.22695,-0.43537,-0.93993,-0.69863,0.14568,1.1216,1.3263,0.77414,0.41181,0.36417,0.01784,-0.59812,-0.76842,-0.29588,0.11034,0.27826,0.26698,-0.50419,-1.5396,-1.6189,-1.0245,-0.9053,-0.72245,0.27546,1.1357,1.0681,0.42854,-0.034426,-0.6245,-1.3456,-1.563,-1.5632,-1.108,0.012529,1.0009,1.4794,1.4958,0.96211,0.019485,-0.87344,-1.4019,-1.6841,-1.5155,-0.94206,-0.6108,-0.40865,0.087446,0.84222,1.3477,0.89044,-0.40329,-1.3984,-1.6532,-1.647,-1.5636,-1.3433,-0.93292,-0.81371,-1.5558,-1.7384,-0.69685,-0.14027,0.23913,1.1763,1.5072,1.1965,1.1187,1.07,1.0847,1.0078,0.085881,-0.9467,-1.2683,-1.3038,-1.7509,-2.1758,-1.9616,-1.6572,-1.2388,-0.36601,0.49756,0.80006,0.64834,-0.21809
0.28121,0.56037,0.79565,0.80785,0.33937,-0.5473,-1.3365,-1.5107,-0.99742,-0.40538,-0.20633,0.30553,1.1903,1.2687,0.42089,-0.38157,-0.27614,0.43539,0.58407,0.11395,-0.4913,-0.79573,-0.1791,0.95527,1.5014,1.3603,1.2353,0.74844,-0.29427,-1.1513,-1.517,-1.3525,-1.2825,-1.5933,-1.4162,-0.43331,0.40862,0.4792,0.25694,0.14258,0.37157,0.98956,0.99023,-0.41517,-1.9756,-1.9436,-0.78483,0.28805,1.2941,2.0121,2.2381,2.2247,1.9805,1.5794,0.8004,-0.11672,-0.44863,-0.25551,0.24216,0.6164,0.58208,0.43486,3.3287e-05,-0.81992,-1.1923,-0.7449,-0.44243,-0.6711,-0.77605,-0.71058,-0.63505,-0.26525,0.09833,0.25491,0.55875,0.75282,0.57201,0.42671,0.13017,-0.51226,-0.81779,-0.62496,-0.24224,-0.020727,0.31309,0.77663,0.4838,0.1123,0.55359,0.90148,0.43685,-0.058742,-0.0057087,-0.065008,-0.36425,-0.30284
0.86827,1.5673,1.6176,1.0457,0.51319,0.11818,-0.51762,-0.9253,-0.7692,-0.82767,-0.9195,-0.28025,0.39377,0.36169,0.20061,0.12973,-0.17272,-0.44583,-0.50205,-0.49037,-0.42391,0.013037,0.4376,0.077452,-0.26567,0.13996,0.94227,1.7154,2.0422,1.9328,1.6214,1.1513,0.44678,-0.21712,-0.33484,-0.25532,-0.37645,-0.20502,0.087594,-0.081119,-0.30575,-0.10499,0.22248,0.06253,-0.29163,-0.10948,0.37145,0.83216,1.6076,2.2746,2.006,1.1701,0.3629,-0.22966,-0.60432,-0.56158,0.15757,1.2171,2.1168,2.2339,1.2618,0.067761,-0.2043,0.39466,0.90752,0.8621,0.52984,0.16646,-0.033875,-0.22656,-0.48819,0.12,1.4118,2.0571,2.0702,1.7173,1.1003,0.81953,0.86595,0.81175,0.73127,0.45241,-0.37654,-0.9868,-0.53844,0.25432,0.33793,0.027902,-0.17237,-0.40172,-0.49407,-0.35189,-0.21387,-0.0042989,0.49972,2.0808
0.23523,0.37292,0.43932,0.46931,0.64333,0.41862,-0.38081,-0.89986,-0.89825,-0.50131,0.048075,0.29737,0.27716,0.37319,0.57504,0.66844,0.93579,1.0419,0.47457,-0.3117,-0.77576,-0.95661,-0.8182,-0.27196,0.084378,0.33415,0.54211,0.10272,-0.19789,0.38938,0.99069,1.17,1.1891,0.92423,0.1821,-0.66678,-0.75551,-0.058497,0.53995,0.82854,1.0697,1.0927,0.74987,0.09182,-0.65779,-0.97616,-0.78159,-0.27068,0.67993,1.5356,1.9655,2.0243,1.2961,0.048411,-0.8107,-0.68623,0.22469,1.3833,2.1426,1.9502,1.1806,0.52975,0.28103,0.43533,0.76187,0.71806,0.089446,-0.36505,-0.12301,0.22645,-0.036533,-0.29552,0.49947,1.6418,1.9286,1.2577,0.33078,-0.023066,0.06228,-0.025491,-0.10883,0.20179,0.54169,0.63773,0.799,0.9083,0.58013,0.25352,0.18716,-0.21334,-0.58803,-0.2446,0.34847,0.68621,0.61452,1.2405
0.12978,0.20225,0.20883,0.097779,0.062674,0.23704,0.14531,-0.28692,-0.75221,-1.3612,-1.7282,-1.2797,-0.5447,-0.08332,0.2604,0.75937,1.3671,1.5685,1.2496,0.81478,0.44106,-0.000649,-0.33681,-0.27173,-0.024929,0.055101,-0.26012,-0.62897,-0.53809,-0.27172,0.10261,0.78335,1.3584,1.4629,1.1511,0.90189,1.2304,1.5433,1.0214,0.028161,-0.98432,-1.5735,-1.5648,-1.5443,-1.4536,-0.98961,-0.57405,-0.5403,-0.58548,-0.48408,-0.33555,0.11252,0.72272,0.79995,0.5495,0.39173,0.46273,0.87776,1.3639,1.5824,1.2097,0.53845,0.21893,0.20568,0.010479,-0.31175,-0.082989,0.61938,1.1062,0.77976,-0.44708,-1.1282,-0.28876,0.73689,1.1554,1.3077,0.97378,0.49843,0.51403,0.73371,1.0433,1.0816,0.66868,0.50656,0.2996,-0.10646,-0.15314,-0.23621,-0.61765,-0.80219,-0.89188,-1.0179,-1.0107,-1.0119,-0.55768,0.81297
