-1.0855,-0.47406,0.573,1.2365,2.5778,3.9317,4.0038,4.1417,5.3438,3.9517,2.2137,1.942,1.0065,-1.8983,-4.9107,-5.3614,-3.5835,-2.0924,-1.8084,-1.3535,-0.58639,-0.7451,-0.65925,0.50523,1.0581,1.62,3.8521,6.1293,5.6639,2.1936,-1.0161,-1.7914,-1.6626,-1.4816,0.31848,1.97,0.40957,-1.663,-1.0827,0.67164,1.7189,2.5333,3.6841,4.1659,2.8825,0.4502,-2.2447,-4.6448,-5.3242,3.2999,2.5259,2.3176,2.9335,2.407,1.0484,-0.15602,0.038992,2.6481,4.7849,2.6823,-1.8964,-4.5587,-3.8066,-1.529,-0.37544,-0.65075,-1.8693,-3.3528,-3.8726,-3.1293,-0.96471,1.6594,2.7912,1.9074,-0.63744,-3.0172,-3.4814,-2.3273,-0.92818,-0.69871,1.1732,2.4268,1.0597,-1.0094,-1.9904,-1.303,1.1182,3.1575,2.8214,1.9927,3.9404,3.8458,2.3146,0.58148,-0.78526,-0.76057,-0.044734,-0.74832,-2.2705,-3.0425,-3.0523,-3.261,-2.7547,-2.0836,-2.2097,-1.6143,0.84321,3.7119,3.6826,1.3323,-0.066428,-1.2247
0.88029,-0.64866,-0.85862,-0.41473,0.027241,0.34016,0.64659,1.4918,2.2563,0.97388,-0.52559,-1.8696,-2.0811,-1.1071,-0.46468,-0.14894,0.14062,0.15028,0.60601,1.0445,0.69428,0.40345,0.29335,0.051155,-0.043336,0.1861,0.73357,0.91578,0.56776,0.42356,0.1112,-0.48034,-0.58544,-0.79345,-1.2399,-0.61455,0.53436,0.58818,0.36321,0.67252,0.54857,0.54432,1.5553,2.1952,1.5934,0.80505,0.0041131,-0.81315,-0.64983,-1.1375,-0.67216,-0.070085,0.043905,0.29991,0.53862,0.39905,0.2456,-0.2042,-0.80623,-0.63073,-0.17916,-0.25612,-0.33007,-0.37907,-0.52051,-0.53074,-0.39285,-0.034051,0.23183,-0.015909,-0.49094,-0.62235,-0.66797,-0.77265,-1.2236,-1.6154,-0.40894,1.2363,1.3483,0.42223,1.3965,2.083,1.7964,0.84554,-0.19624,-0.61622,-0.32591,0.10434,0.17424,-1.0519,-0.33165,0.010479,-0.23952,-0.96432,-1.5243,-1.7596,-1.8177,-1.54,-0.99263,0.33262,1.7485,1.9145,2.0007,1.6909,0.64767,-0.24242,-0.44745,-0.18209,-0.072257,-0.017095,0.1185,0.038821
1.0245,-1.5671,-2.0177,-0.45408,1.0241,1.6649,2.0728,3.0644,4.2712,2.2651,0.080589,-1.5863,-2.6073,-2.6373,-1.1862,0.72375,1.7359,2.2111,2.4777,2.0782,1.9999,1.7848,0.67592,0.075492,0.10958,0.17534,-0.13716,-1.1177,-2.0328,-1.4918,1.1222,3.715,3.8036,1.9544,0.070716,-0.9204,-1.5209,-1.7314,-0.57853,0.80272,1.5016,2.0012,1.2805,0.32088,0.89746,1.3827,0.73431,-0.023837,0.19949,-0.87919,-1.7839,-1.1312,-1.1299,-2.4765,-3.0618,-2.2112,-0.90189,0.63721,1.7039,1.8312,2.4571,2.2927,0.28528,-1.4096,-1.8112,-0.43876,1.1096,0.27967,-1.4635,-1.9002,-1.1411,-0.72673,-0.87356,-0.13859,0.80011,0.71538,-0.3903,-2.0462,-2.6697,-0.12626,-0.012012,-0.69698,-0.72036,0.29284,1.1607,1.7727,2.2251,1.1102,-1.0103,1.4905,-0.41777,-2.1111,-2.8956,-2.7322,-1.9992,-1.4192,-1.7481,-3.0557,-3.7197,-3.4251,-2.6648,-1.435,-0.76874,-0.27134,1.4012,2.8004,3.0235,2.5975,1.9403,1.9936,3.0376,2.4001
0.34652,-2.0022,-0.73379,1.7205,3.429,4.2403,4.4817,4.8814,5.5805,5.4154,3.8559,1.7925,-0.74129,-2.0934,-2.0867,-1.4801,-0.80783,-0.77366,-0.92196,-0.91849,-0.89243,-0.42065,0.32615,0.94919,1.6293,2.2193,2.8489,3.5377,3.6596,2.5322,1.058,0.7966,0.84922,0.30139,0.28589,1.2677,1.3202,-0.47098,-1.683,-0.78128,0.93046,1.851,1.7289,1.0833,0.40197,0.42464,0.47666,-0.68771,-1.3521,1.3326,0.68665,0.1193,0.17711,0.5982,1.1157,1.1194,1.0435,2.429,3.4873,1.6344,-1.3637,-2.7113,-2.7772,-2.4809,-2.0004,-2.0748,-2.4079,-2.4575,-1.7907,-0.35635,0.61621,0.51445,-0.33593,-0.62123,-0.20223,-0.26426,-0.8187,-1.1883,-1.3882,-1.9828,-0.57258,0.92675,1.0855,-0.084746,-1.815,-2.786,-2.1124,-0.80188,-0.76655,0.81437,3.2471,3.602,2.2606,-0.062857,-1.9222,-1.5494,-0.4638,-0.45042,-1.1554,-1.645,-2.1258,-3.8329,-5.4746,-3.6178,-1.606,-0.44312,0.77021,2.3461,2.3203,0.68301,0.031261,-0.6533
0.17858,0.24133,0.27807,0.14834,0.44364,0.95869,1.6913,1.8925,1.4798,1.2259,0.82796,0.0546,-0.71719,-0.81544,-0.4271,0.22451,0.6265,0.49103,0.22377,-0.031825,-0.34235,-0.26989,0.57,1.5431,1.8648,1.7748,1.7434,1.377,0.47892,-0.39753,-0.66958,-0.20712,0.20973,0.026157,-0.17116,0.005988,0.33679,0.3725,0.25659,0.48696,0.45563,-0.053944,-0.33414,-0.18755,0.30266,0.63826,0.20568,-0.48102,-0.31156,-0.057403,-0.31662,-0.41541,-0.77456,-0.55918,0.13586,-0.018551,-0.38295,0.18121,0.75944,0.51557,-0.19946,-0.65771,-0.55091,-0.41432,-0.69022,-1.0856,-0.98011,-0.50251,-0.18533,0.0050017,-0.15296,-0.41511,0.0023265,0.31088,-0.36589,-1.08,-1.0892,-0.65565,-0.1158,0.76123,1.1372,1.6503,1.9091,1.0837,-0.51062,-1.6924,-1.8327,-1.6297,-1.8288,-0.87071,-0.81906,-0.42743,0.12894,0.052119,-0.69301,-0.92835,-0.36222,0.11177,0.056999,-0.69021,-1.7887,-2.3436,-1.7999,-1.3378,-1.3349,-1.3579,-0.049196,2.1139,3.6666,4.0278,2.6333,-0.38609
-0.638,-1.8006,-2.1303,-2.5535,-2.552,-0.79063,0.89656,2.015,3.314,1.67,0.25109,0.15656,-0.73701,-2.2463,-1.7168,0.26112,0.364,-0.97471,-1.487,-0.72575,0.774,0.64361,-1.4121,-2.1322,-1.8835,-2.7273,-2.5278,-0.45535,0.37794,-1.3301,-2.4962,-0.57563,0.78665,-1.3915,-2.7587,-0.91335,0.63281,0.63765,0.71882,1.2135,1.746,2.8722,4.124,3.2014,0.85179,-0.15745,0.022174,-0.3706,-2.5601,2.075,3.3688,3.9307,4.3687,1.5804,-2.9849,-3.8452,-1.5915,0.80175,2.0405,0.61721,-1.7074,-1.6412,0.66076,2.9876,4.2463,3.6559,-0.025712,-5.0378,-7.5877,-6.1717,-2.2819,1.4619,3.4435,3.3247,1.8678,0.42568,-0.42072,-0.55532,-0.14044,2.1114,3.3364,3.4687,1.7811,-0.66911,-2.8905,-3.5463,-1.6233,1.2307,2.9212,2.5183,2.9839,2.8548,1.9554,-0.25479,-2.6272,-2.0452,0.47105,1.4277,1.3031,1.6702,1.6172,0.43205,0.18626,0.88219,0.65918,0.044514,-0.21137,-0.69015,-2.0954,-2.8138,-1.4408,0.8057
4.9002,1.8749,0.68751,0.93865,2.2249,2.6533,2.3537,2.4476,3.4133,3.0925,2.379,2.7516,2.7479,2.4695,3.1762,4.7977,6.1775,5.8687,4.405,4.1084,4.3798,3.517,2.6244,3.1077,3.1178,0.94369,-1.8893,-3.8686,-4.3683,-2.9902,0.0008508,3.786,5.7751,4.3709,1.7172,0.22187,0.20266,0.55717,0.30369,-0.26535,-0.29488,-0.16879,-0.53068,-0.83556,-0.33779,0.61798,1.1438,1.382,2.6183,1.0895,-1.0698,-2.0995,-2.5251,-2.4709,-2.3814,-2.4382,-2.4645,-2.9832,-3.5527,-3.262,-2.387,-1.0076,0.69175,1.6193,1.5009,1.1248,0.41015,-0.95731,-2.7789,-4.5242,-4.7476,-3.5598,-2.4258,-1.1371,0.3206,0.92095,0.49296,-0.33659,-1.5039,-3.4108,-2.7155,-1.5151,-0.55707,-1.0413,-3.1149,-5.1736,-5.7537,-5.4132,-6.288,0.14428,0.34151,-1.1778,-2.7536,-3.4746,-2.7832,-1.5174,-2.0955,-5.2048,-7.73,-8.2619,-7.783,-7.4305,-1.7961,1.4806,2.3692,2.2813,2.0047,1.9862,2.7541,5.0741,6.2015,-0.72117
6.0432,3.0248,0.10254,-0.80969,0.095862,0.68587,0.67863,1.0476,2.5401,3.9193,3.1324,1.4826,-0.051758,-0.3253,-0.025007,0.89256,1.9268,2.4422,2.8049,2.2291,0.96238,0.16142,0.46927,2.1844,3.8371,3.9428,3.1258,2.851,3.2707,3.3589,2.8678,1.9069,1.4181,2.2533,2.4757,0.79782,-0.22332,-0.11618,-0.29758,0.17964,0.17013,-1.6133,-3.493,-3.4693,-2.1359,-2.2988,-3.2236,-2.0059,1.3821,-0.38876,-1.9063,-2.2918,-1.2925,1.1222,2.1482,0.73696,-0.60004,-0.25324,0.32835,-0.93009,-2.4447,-0.96064,1.4444,0.73676,-1.8358,-2.6648,-1.5894,-1.1391,-1.7562,-1.5422,-0.42114,-0.22788,-0.84695,-2.0108,-3.3387,-3.1083,-1.8656,-1.0441,0.23168,3.6034,2.5521,0.32997,-1.3814,-2.0231,-1.4712,-0.96593,-1.0063,-1.3318,-3.6186,-4.2724,-3.4371,-2.0705,-1.443,-1.5911,-1.8642,-2.5071,-3.49,-3.3265,-2.1028,-1.9891,-2.8293,-2.6661,0.59144,0.16568,-1.1365,-0.96416,0.21449,2.3872,4.4472,4.2117,2.243,-2.0054
2.1026,-0.58406,-1.8519,-1.7451,-1.0909,-0.20552,-0.54694,-0.056446,2.6634,4.1491,2.6699,2.9208,2.6965,-0.50209,-2.522,-1.9807,-2.4495,-3.3013,-2.3394,0.020458,2.0185,2.2605,0.89169,0.034484,0.45273,-0.59595,-1.8963,-0.34281,1.6917,1.4612,-0.58754,-2.2847,-2.0362,-0.97925,0.022561,1.0295,0.81635,0.13979,0.40508,0.67749,0.16395,-0.29828,0.041593,0.40229,-0.10481,-0.89799,0.17708,2.3384,2.1429,0.92438,1.6634,2.5043,2.4759,0.054799,-2.5133,-2.0597,0.045935,1.6963,1.8615,0.39516,-0.4051,-0.054134,-0.20264,-0.98296,-1.3176,-0.66063,0.61869,0.71274,-0.91349,-1.8192,-1.7836,-1.9206,-1.2989,0.4069,2.3686,3.5469,3.0303,1.6242,0.40465,-1.008,-0.70457,-0.19613,-0.6187,-1.2801,-2.3377,-3.1341,-2.1594,-1.1603,-1.4561,2.5583,3.3599,2.5384,2.1126,1.516,-0.53826,-1.4317,-0.46139,0.035785,-0.045311,0.17011,0.11527,-0.93284,-2.0263,-1.9255,-0.4869,2.4883,3.9444,2.3346,-0.74798,-3.2583,-3.5351,-1.9948
-0.013594,0.13399,1.4312,2.3572,2.8937,2.1369,1.7497,2.543,3.0412,3.4756,2.7845,0.91791,-0.62759,-0.69521,0.2423,1.9109,3.4851,2.7826,0.41643,-0.65343,-0.31988,0.52809,1.4289,1.8442,1.2942,0.81875,1.638,2.2723,1.8268,1.0132,0.34814,0.49905,0.80247,0.22281,-0.54278,-1.0598,-1.0774,-0.41789,0.30746,1.2914,1.8001,0.56875,-0.58548,-0.22958,1.2726,2.659,1.8528,-0.085372,0.0037389,2.2231,-0.20692,-1.3029,-1.3617,-1.5115,-1.1379,-0.56104,-0.79938,-0.936,-1.2583,-1.8314,-1.7106,-1.211,-0.70057,-0.35693,-0.67701,-1.7048,-2.6693,-3.048,-2.1041,-0.3801,0.80943,1.9447,2.2109,0.62141,-0.94738,-1.4068,-1.672,-1.5993,-0.93827,-1.6326,-2.3174,-1.7693,-0.39957,0.70814,1.3362,1.1117,0.4851,0.29073,-0.58745,-0.96596,-1.6382,-2.08,-2.2927,-2.0844,-1.4194,-1.0866,-0.41067,0.07122,-0.9728,-2.5362,-3.7415,-5.1578,-4.175,-1.6079,-0.0092242,0.030576,0.74427,2.6226,3.3956,3.6038,3.3697,-0.03504
