1.1509,0.31701,-1.4927,-2.7987,-1.4431,1.4952,4.1721,-3.8238,-3.3848,-1.1907,2.0572,5.0414,7.265,-5.1832,-4.0311,-3.3134,-2.1914,-1.5805,-1.9747,7.8718,5.3678,2.6554,1.0074,1.0731,1.1364,-0.031144,-1.8487,-1.9826,-0.82912,0.29933,2.0895,4.1476,4.5379,3.748,-3.521,-3.711,-2.5735,-1.3169,-0.57702,0.035423,-0.39721,0.25767,1.3864,2.0532,2.0539,1.9053,2.0198,2.3334,1.1269,-2.0876,-4.5486,-4.5547,-0.19648,-1.2843,-0.36011,0.38527,-0.99679,-1.9085,-0.8607,-0.55262,-1.6445,-1.9689,8.0664,6.3725,4.2605,0.21821,-4.5092,-7.9397,-9.1537,-9.2862,2.2639,1.8398,1.7657,0.27607,-1.2707,-1.3418,-1.7145,-1.1303,-1.0819,-1.7917,-0.96396,1.6479,3.8327,3.3938,2.2084,2.5854,2.5391,1.6576,1.7608,0.58529,-1.2436,-1.6466,-0.85375,-0.6839,0.84197,0.54801,0.067602,-0.39357,-1.1368,-2.282,6.6632,5.0982,2.3617,-1.6374,-4.3975,-5.2434,-5.3305,-4.0893,3.6935,4.883,4.1794,3.1307,2.746,1.4439,-1.2751,-3.4175,-2.9021,-1.215,-1.6277,-2.6867,-2.4164,-1.6341,-1.6883,-2.9748,-5.0023,-5.5024,-4.1962,6.0301,3.5056,1.6625,0.6532,1.3174,3.1664,3.1254,1.352,-0.10218,-0.20216,0.84159,-2.5314,-2.0614,-2.2611,-3.4671,-4.017,-3.0534,-1.9248,-1.2485,-1.0941,-0.60691,1.2631,3.284,4.316,4.9521,4.8382,3.6726,2.4305,1.2551,0.42617,-0.14511,-1.1341,-1.9375,-1.0306,0.33333,0.20004,0.79985,1.5681,0.55559,1.1673,0.50728,0.24137,0.34836,-0.16629,-1.4531,-2.0527
0.21662,0.28301,-0.1472,-0.76346,-0.75883,-0.53238,-0.28665,-3.5168,-1.9655,-0.55655,0.81272,2.0098,2.6808,2.2977,2.4316,1.5193,-0.053784,-1.5634,-3.1287,1.6349,0.78141,0.92437,1.9657,2.4139,1.8922,0.24074,-1.2407,0.46657,0.50309,0.84055,0.80123,0.3348,-0.81897,-2.2246,-0.88713,-1.2027,-1.3093,-1.5558,-1.157,-0.30063,1.6283,0.78994,0.070317,0.65486,1.338,1.1613,0.64885,-0.29147,-1.3931,-1.4784,-0.88513,-0.89139,3.7179,3.2665,1.6032,-0.85985,-1.7469,-0.74561,-0.25272,-0.80293,-1.5915,-2.0959,0.55956,0.67979,-0.047982,-1.1757,-1.3372,-0.28863,0.87049,1.365,-0.60658,-0.20695,0.3103,1.1909,1.7679,1.9408,2.4019,1.2656,0.35195,-0.085021,-0.3612,-0.9083,-1.5365,-1.7151,-1.6525,-2.3454,-2.9349,-2.3216,-1.0727,-0.5782,-0.53414,-0.92449,-0.57627,0.3408,0.63609,0.74921,0.92122,1.2019,1.387,1.4883,3.8941,1.9423,-0.18699,-1.9821,-3.2984,-3.4095,-2.2606,-1.2788,-0.1606,0.36337,0.3398,0.28531,0.28179,0.75393,1.5281,1.7335,1.0912,0.42555,0.54829,1.0461,1.008,1.0127,0.68398,-0.25099,-1.1025,-1.7722,-2.2615,-0.49838,-0.4885,-1.0377,-0.64278,0.69234,1.364,0.60248,-0.80481,-1.342,-0.56292,0.21488,0.2249,0.37352,0.14181,-0.23435,-0.24469,0.030479,-0.18081,-0.65432,-0.13282,0.049835,-0.8164,-0.65618,0.054522,-0.24551,-0.36794,0.43814,1.0389,1.9112,3.2088,3.5826,2.7763,1.6385,-0.29625,-1.0252,-1.0606,-1.3772,-1.4479,-0.67897,-3.6657,-1.8516,-0.27556,0.64813,1.1053,0.95769,0.74236
0.29199,-0.83231,-1.8122,-1.8257,-0.64608,0.39335,0.90109,-0.5453,-0.54008,-0.15956,-0.09362,0.36689,1.0804,0.3681,0.77505,0.89236,0.15347,-0.43395,-0.33009,1.7393,1.5431,0.91911,0.096392,-0.9152,-2.0144,-2.6081,-3.5687,2.3972,2.0406,1.4365,0.1908,-0.93134,-1.0159,-0.55584,-2.1528,-1.4319,-0.58094,0.26004,1.1985,2.1581,-0.38642,-0.48756,-0.6819,-0.61456,-0.31234,0.019164,0.8163,1.5841,1.6845,1.4885,0.44633,-1.661,-0.99832,-1.0827,-0.5067,0.46819,0.96721,1.1092,0.99177,0.69146,0.39797,-0.013819,2.9474,3.2045,3.4217,3.2498,2.508,1.0964,-0.73424,-2.3706,1.387,0.53188,-0.045136,0.12701,0.48562,1.1303,-0.64282,-0.49005,-0.72078,-1.3464,-2.0524,-2.082,-1.9022,-1.6922,-0.99667,-0.19666,0.31901,0.90412,-2.5475,-1.7843,-0.75035,0.44284,1.46,2.0198,0.32063,-0.39882,-1.3195,-1.423,-0.23557,1.1222,-1.526,-1.3917,-2.3415,-2.1982,-0.29802,2.3474,4.8768,6.1711,1.0837,-1.093,-1.8741,-2.1745,-1.8251,-0.84696,0.84241,2.9164,3.1462,0.54085,-1.9962,-3.0282,-2.6364,-2.1504,-2.116,-1.7197,-0.44128,0.91176,1.8079,-0.10528,-0.50967,-1.206,-1.1215,-0.57331,-1.0049,-1.832,-1.723,-0.57959,0.70937,1.3258,1.4517,1.7855,1.9876,1.1465,0.14049,-0.12405,0.51174,1.3738,2.2535,3.1434,2.7025,0.78875,-1.0809,-1.633,-0.83339,-0.030631,-0.62615,-2.0877,-3.3646,-3.4828,-2.2407,-0.94301,1.2397,1.2673,1.5245,1.7082,1.3447,0.97243,-0.33713,-0.37148,0.099453,0.32407,0.21434,0.46639,1.0568
3.3399,3.1793,1.872,-1.0122,-3.406,-4.0695,-3.4378,-4.5924,-2.5726,-1.4747,-1.1052,0.44431,2.6864,0.63836,1.1627,1.6641,1.5979,0.49508,-1.1545,1.0333,0.50388,0.020383,-0.22149,-0.56485,-0.25069,0.22089,-0.44456,-1.5866,-1.4445,-0.16689,1.703,2.5213,1.8223,0.76816,-1.3537,-0.092154,1.2751,1.151,0.40265,-0.89609,-2.9836,-0.55016,2.0373,3.626,3.828,3.6791,3.4415,1.9844,0.18301,-0.89432,-1.8567,-2.7356,1.104,0.061548,-1.3421,-1.9949,-0.78416,0.98107,1.5065,0.53724,-1.5445,-3.4773,2.4231,2.424,2.1698,0.55035,-1.2109,-1.8354,-1.345,-0.89625,2.523,0.96965,-0.34864,-0.66413,-1.043,-2.2789,-2.7756,-2.6739,-3.6092,-3.1443,-1.0524,1.0135,2.908,4.3096,4.2665,2.2844,-1.317,-4.2401,-1.329,-0.57782,-0.053513,-0.17535,0.26949,1.267,-2.0638,-2.204,-0.56241,1.7244,2.3202,2.1326,0.55475,1.4638,3.346,4.1221,2.5444,-0.079339,-1.8496,-2.2357,0.31951,0.83624,-0.27262,-1.4041,-0.89635,0.97685,1.7216,0.98238,-0.88768,-0.78222,0.20571,-0.074655,-0.71861,-1.3909,-2.8247,-3.0144,-1.8233,-0.70417,0.25486,5.1641,2.0705,0.55627,0.4738,0.36646,-0.27322,-2.6711,-5.0968,-3.8724,-0.45039,1.3699,4.9404,3.2836,1.4769,0.065458,-1.1966,-2.2983,-3.157,-3.8201,-2.7839,-0.66029,0.89095,1.5683,1.7883,1.4332,-0.019576,-1.3721,-2.0646,-1.7632,-0.45582,0.90854,2.0202,2.1886,-0.24844,-1.4763,-2.1605,-1.7053,0.7255,3.4533,2.8151,2.9272,2.0439,-0.22287,-1.2752,-0.91241,-1.4448
0.2454,-0.90733,-2.309,-2.4743,-1.5625,-0.13514,1.4418,-1.1561,-0.9268,-0.48292,0.14791,0.63994,0.79244,1.7123,0.60993,0.39677,-0.045238,-1.0277,-2.5601,0.1362,1.014,2.1365,2.3268,1.8251,1.7669,0.91367,-0.81418,0.098108,0.12366,-0.17843,-0.62968,-0.13649,1.4737,2.5683,0.30243,-0.27048,-1.2609,-1.633,-1.9594,-2.6459,2.0599,2.6485,2.5256,1.2495,0.57391,0.92139,0.9044,0.62456,0.071063,-1.2693,-2.0999,-2.3838,-1.5457,-1.2058,-1.1327,-1.9888,-1.8231,-0.79989,0.12668,1.4242,2.9499,4.4548,0.37784,0.29619,0.54543,0.65972,0.80613,0.45041,-0.42655,-0.93379,2.0067,0.34933,0.3034,0.9252,0.47783,-0.36255,-6.3973,-4.9697,-3.7871,-2.0195,0.50841,2.0743,2.2754,2.4632,2.7208,2.2328,0.30723,-1.7889,-1.7155,-1.2134,-0.26746,1.0957,2.1374,2.6146,0.30502,-1.2564,-2.8804,-2.4711,-0.37347,1.0433,-2.5887,-2.4293,-2.6483,-2.0491,-0.51959,1.472,2.8171,2.1626,-3.0081,-4.8941,-4.2863,-1.8293,0.48593,2.1306,3.0929,4.4002,3.3907,0.90349,-0.8172,-1.4054,-0.5001,0.81958,1.3482,0.86144,-0.53436,-1.3283,-0.87837,0.57446,0.68443,0.471,0.57939,1.0862,1.3807,1.277,1.4272,0.96631,-0.34511,-1.0697,0.89205,1.0136,0.68465,-0.17003,0.033691,1.6485,2.8047,2.2101,0.97452,0.5114,0.55508,0.091929,-1.1064,-1.3312,-0.52205,-0.57795,-0.86907,-0.60641,-0.33603,-0.57772,-2.0336,-4.3438,-4.2183,-2.0548,-0.70799,0.41711,1.8208,3.2533,1.3887,1.7715,2.0164,1.6063,0.99746,-0.48622,-2.5012
0.98068,-0.20103,-0.34982,0.021032,0.025468,0.24183,0.48665,1.2444,1.3737,0.48643,-1.6796,-3.1943,-3.0435,-0.33883,-0.85671,-1.7369,-1.5784,-0.56,-0.16412,0.45042,0.1386,-1.2293,-1.895,-0.16958,1.7244,1.9936,2.3563,0.58072,-1.0979,-2.3737,-2.5101,-2.5644,-2.9162,-2.9526,-2.4809,-2.358,-1.1077,0.95821,2.1349,2.4872,-0.44012,-0.7534,-0.3556,0.12091,-0.14825,-0.24032,0.31359,-0.15456,-0.61418,1.6855,4.9375,6.4532,1.0671,2.2043,2.2941,1.4524,1.6541,3.3285,3.1692,0.095782,-2.6467,-3.4988,-4.274,-4.1778,-3.2918,-2.083,-0.66519,1.0892,1.7561,1.6778,1.1518,1.4991,1.3782,1.9664,2.8123,2.9229,-0.57396,-0.81567,-0.65155,0.099823,1.3525,2.6273,2.5994,1.8311,1.1735,0.16842,-1.2501,-2.703,-1.0655,-1.9369,-2.1717,-0.54233,1.3942,2.4727,-1.7002,-1.6146,-0.051516,1.429,1.6526,2.2278,-3.1134,-1.4644,0.58424,2.3165,1.4609,-1.3141,-2.8004,-3.0321,-1.7707,-0.37789,-0.26463,-0.084163,0.70965,2.0761,3.2707,3.2345,1.5586,0.65232,-0.082266,-0.64374,-1.2928,-1.4726,-0.84913,0.020329,1.9427,4.2725,5.2774,-1.0148,-1.7239,-2.4676,-2.2555,-2.1187,-2.6552,-2.4124,-1.1767,0.0080352,1.4252,2.9457,-0.45182,-1.1816,-1.7201,-1.9415,-2.4665,-2.5421,-0.90215,1.0283,1.1273,-0.24431,-0.93027,-0.4226,-0.41436,-1.6882,-3.1687,-3.147,-1.6891,-0.17201,0.64375,1.9692,5.2087,8.754,6.451,3.1924,2.1888,0.35309,-3.5908,-6.5985,-0.97718,-1.0639,-1.228,-0.60626,0.34191,1.114,1.7882
0.13873,0.055956,0.0408,0.11654,0.32612,-0.029322,-0.61225,3.6862,1.5638,-0.46232,-1.6437,-3.0419,-4.6645,3.9857,2.9726,2.2722,1.6295,0.40424,-1.4807,0.048821,0.30668,-0.22024,0.092493,1.179,1.1163,-0.25776,-1.1985,-0.92583,-1.0962,-1.2429,-1.6463,-1.6483,-0.46415,0.46629,0.21867,-0.7262,-0.57052,0.25705,-0.54794,-1.6447,2.0564,0.88421,0.045645,-0.66292,-1.4431,-2.0649,-2.333,-1.8554,-0.55892,1.8896,4.6771,6.3959,2.3936,0.46859,-0.94497,-0.77365,0.098411,0.82766,0.71777,-0.032493,-0.28291,0.59343,-4.7484,-3.771,-2.6686,-2.6217,-2.4179,-1.4605,-1.1464,-0.83308,0.92575,0.23176,-0.12216,-0.66315,-1.1054,-0.78512,2.3259,2.5869,2.9137,2.5694,2.6179,3.2362,1.9327,-0.91535,-2.2215,-1.6285,-0.56842,0.29368,-1.8172,-0.67108,0.55085,1.5833,2.4445,3.2523,-1.1787,-1.3424,-1.1843,-0.8405,-0.6826,-0.73349,-2.9708,-1.9889,-1.2085,-0.23313,0.9931,0.55599,-0.9903,-1.6471,-1.6778,-0.93983,-0.50785,-0.51568,-0.036733,0.49051,0.45648,1.1191,1.807,1.4055,1.1492,1.1283,1.2908,0.99176,0.46396,0.29073,0.31278,0.81248,1.6706,2.1793,2.2486,2.1091,0.14232,-1.837,-2.4416,-2.5272,-1.8859,-1.1238,-0.8741,-0.54358,-1.4775,-0.79263,0.5991,1.4412,0.73162,-0.43686,-0.84077,-0.1543,1.0063,1.2282,1.0203,0.7202,-0.73597,-2.1219,-1.9177,-0.92268,0.3137,1.3765,0.90627,0.12576,1.3405,3.1856,1.7988,1.1876,0.83644,-0.089958,-1.4051,-2.4915,-0.28579,-0.77333,-1.2494,-0.98309,-0.33626,0.20052,0.81021
-1.4117,-1.7102,-2.527,-0.91174,0.72953,0.76933,1.48,2.9936,1.4135,0.9244,1.7811,1.9423,1.6538,2.0635,1.1277,2.3631,2.1782,-2.5803,-7.4267,6.5323,2.8916,0.49614,-1.9385,-3.7043,-3.2813,-1.2206,1.0393,-4.065,-3.1528,-3.6133,-1.7833,1.6812,3.0876,3.6389,-2.6707,-0.34252,1.4801,1.6106,2.8631,5.4336,-8.2215,-6.2162,-4.7601,-3.6841,-1.0319,2.5541,5.8081,6.6157,2.8098,-1.5811,-2.0672,-2.8212,-8.3738,-5.6112,-2.5369,1.1204,3.3312,3.0318,3.2889,5.1843,5.8108,5.816,2.6775,1.2001,0.22461,0.68959,0.25973,-1.6043,-1.6316,-0.66961,-0.48443,-0.96514,-1.1286,-3.4495,-4.9697,-3.5656,0.80919,-0.35429,-0.52439,0.81198,-0.06629,-1.9866,-1.9882,-1.5766,0.057352,2.8598,3.2324,1.9588,0.47921,2.1544,2.4333,0.60072,1.2528,4.5116,-5.1851,-6.8766,-6.9575,-3.7695,0.95284,4.9663,-5.6867,-4.9738,-5.0723,-3.966,0.63619,4.7526,5.5299,5.6655,4.416,1.794,-1.2531,-2.2797,-0.98354,1.0138,2.9995,4.1406,2.5588,2.0599,2.9775,2.6357,-0.0066103,-3.2046,-3.1139,0.17082,1.4288,-0.55451,-1.5771,-1.6449,-0.69065,0.59116,1.2969,0.17388,-1.4333,-1.1731,0.12912,0.47916,-1.0274,-2.987,6.1857,2.8411,0.6541,0.016477,-0.95832,-0.90023,-0.082974,1.2118,2.1116,0.88003,-0.10337,0.15417,0.46202,0.35125,0.80248,1.7671,3.6143,5.9592,5.1957,0.48632,-4.4773,-8.5559,-10.599,-7.0862,-5.1415,-3.2298,1.995,8.0177,1.928,1.6072,-0.67159,-3.7502,-3.3062,-0.59515,0.64539
0.7613,0.69562,1.0509,0.87321,-0.75437,-1.2214,-0.55156,-1.7177,-0.33242,0.5053,-0.14104,-0.68199,0.43076,-3.0806,-3.4204,-3.7609,-4.2794,-4.6466,-5.2719,7.5899,6.0059,4.2722,2.8723,1.2905,0.04622,0.058359,0.87071,0.71743,-0.90503,-1.3587,-0.20656,0.19678,-1.505,-3.3088,-2.0319,-1.9853,-1.7825,-1.1831,-0.16217,-0.06993,-0.22909,-1.0339,-1.1094,-0.11028,0.34275,-0.93265,-1.7505,-0.78753,0.13535,1.1481,3.8463,6.6226,3.9331,3.8323,3.0258,3.0097,1.4924,0.12488,1.9749,3.7625,1.3081,-2.5354,-1.2497,-3.0809,-4.673,-4.6838,-3.9163,-1.9999,0.67877,2.717,-2.2931,0.21049,2.3012,4.387,5.3329,4.8388,2.5788,0.82509,-0.97141,-1.2705,-1.3921,-1.7429,-0.25589,-0.075604,-1.9584,-1.2774,0.64896,0.59762,-0.84779,-0.62429,-1.07,-1.7947,-0.42515,3.3291,0.94639,-0.805,-2.1422,-0.77809,1.1441,1.7767,-0.68982,-1.1222,-0.43434,0.08094,-0.14959,-1.4169,-3.6615,-4.7196,-2.3949,0.064088,1.4562,1.8203,3.4883,5.6821,6.277,6.74,5.9638,3.0733,0.12062,-1.7718,-2.149,-2.7807,-3.0059,-1.9063,-0.49836,1.3442,3.587,-0.30466,-1.6852,-3.4654,-3.3044,-2.5083,-2.9585,-3.7812,-3.1852,-1.0138,1.9347,3.8446,-0.86676,-1.8915,-1.5384,-0.54345,-1.4991,-3.5988,-3.1142,-0.84163,0.084947,0.22759,0.22198,-0.046764,0.5394,0.83169,-0.44198,-0.96617,-0.20712,0.61012,1.823,3.0856,4.4485,6.0092,2.0004,0.74682,1.3519,0.51516,-1.4112,-1.9697,-3.0619,-0.801,1.701,2.4732,1.6813,1.2771,1.3221
-1.0588,-0.68071,-0.60302,-0.7222,-0.76166,-0.38221,-0.06796,0.47886,-0.18161,0.73499,1.7764,0.87095,-0.50195,3.9101,2.3089,2.1498,0.72948,-2.8017,-6.5035,0.92107,1.6708,2.377,2.702,3.0178,2.4533,0.42155,-1.2149,1.3859,1.2237,1.1854,0.6477,0.55644,1.2282,1.0669,-0.019344,-1.7339,-2.8239,-2.9859,-2.9261,-2.0651,1.9885,0.21134,-0.39171,-0.91189,-1.3323,-0.52175,-0.17212,0.13931,0.95238,0.24227,-1.2806,-2.2326,-1.6086,-1.7334,-1.2645,0.21859,1.4057,0.61902,-0.89565,-0.95886,0.376,2.447,3.1831,1.6891,0.93533,0.26327,-0.14914,-0.61222,-2.2276,-3.8231,1.3323,0.59567,0.53471,-1.0204,-2.2304,-1.6229,-2.1551,-0.65782,1.3949,2.8875,2.9057,2.2629,1.736,0.2822,-1.2063,-1.3346,-1.9632,-3.5933,1.6889,1.8299,0.39124,-1.2927,-0.95067,0.11302,0.64937,-0.011438,-1.1286,-1.1518,-0.34388,-0.090672,1.6307,1.4897,0.95859,-0.43015,-1.2952,-1.3078,-1.8,-2.4842,-0.27709,-0.11154,-0.69384,-0.7101,0.45315,1.1029,0.44765,0.58741,1.6287,2.5775,3.137,1.7265,-0.060002,-0.85847,0.2916,1.5657,0.36403,-0.96462,-0.62826,-0.19389,0.040467,0.45095,-0.60269,-1.8514,-2.0719,-1.3908,0.10089,0.83154,-0.11483,-1.1566,1.9365,0.31215,-1.3139,-2.1317,-2.2329,-1.6404,-0.39395,1.5511,2.6241,1.4187,0.25267,0.60108,0.82199,0.38162,0.63947,1.7368,3.0221,3.6197,2.1094,-0.43274,-2.2672,-4.1215,-4.4422,-2.8506,-2.2882,-0.56225,1.6889,2.7871,0.60462,0.037478,-0.63443,0.25892,1.6027,1.2569,0.50462
