-0.97159,-1.8129,-1.2333,0.94022,1.1993,-0.67872,-0.89961,0.16733,-0.68716,-3.0069,-3.0243,-0.50445,1.433,1.4012,0.065715,-0.97752,-1.1325,-0.64841,0.22034,0.70568,-0.67735,-3.7593,-5.8853,-5.5282,-2.5208,1.9157,5.3256,6.7279,6.6937,5.0999,3.6031,3.4905,3.0903,2.0905,1.324,-0.25127,-1.9216,-2.2913,-3.1427,-4.3658,-3.1776,-0.9689,-1.0077,-2.686,-3.2455,-2.9928,-3.9745,-5.1243,-5.0672,-5.3191,-5.5833,-3.1018,1.6831,6.7072,9.657,6.4658,2.3412,-1.0078,-0.91231,0.9071,-0.025897,-3.6591,-5.7994,-6.3993,-6.972,-3.7322,2.5915,6.3506,5.9904,4.3268,3.0041,2.3245,0.47054,-2.9344,-5.9162,-6.9653,-5.6206,-3.257,-0.7468,-0.087007,1.0097,2.8076,2.075,0.59234,-0.11386,-0.31037,0.6896,1.6929,0.3079,-1.9662,-1.6557,1.3303,4.0854,5.0433,4.0821,2.8036,3.6996,4.9253,3.7803,-0.20888,-4.8486,-6.7586,-6.1887,-3.9812
1.1859,1.5567,0.77306,-0.26765,-0.43931,-0.38179,-0.41528,-0.3953,-0.87542,-1.3823,-1.1438,-0.75515,-1.0657,-1.5582,-1.2433,-0.45992,0.13339,0.62275,1.0093,0.75549,0.011616,0.055835,0.57399,0.26828,-0.17046,-0.23011,-0.25546,0.40755,2.3624,2.1681,1.0528,-0.35687,-1.6079,-2.4507,-2.1254,-0.88388,-0.2161,-0.35001,-0.2955,0.1418,0.55075,0.51766,0.40531,0.36854,0.30179,0.39525,0.51614,0.81067,1.1154,1.1427,0.63229,-0.56917,-1.4497,-1.4566,-0.78033,-0.16195,-0.051605,-0.87506,-1.4565,-0.8465,0.13645,0.37845,0.036852,0.88337,0.61885,-0.12369,-0.44412,-0.088914,-0.21939,-1.1285,-1.6719,-1.2268,-0.51452,-0.16481,-0.15621,-0.12134,0.17483,0.55466,0.71384,0.1915,0.28029,0.41047,0.3439,0.49252,0.89429,0.54802,-0.0027384,-0.41554,-0.94175,-1.176,-1.0677,-0.48363,-0.075365,-0.24995,-0.020083,0.30111,-0.10697,-0.84304,-1.3576,-1.0607,0.2362,1.3871,0.94536,-0.27274
-0.53652,-1.8158,-2.1026,-0.79495,0.36115,0.76652,0.85836,1.1415,1.879,1.4051,-0.11199,-1.031,-0.68898,1.3628,3.3214,3.3317,2.0801,0.69588,-0.76692,-2.3475,-3.4585,-3.8827,-3.6623,-2.3672,-0.70973,0.34864,2.2786,4.5556,3.7433,2.7048,2.4429,1.9305,0.7823,-0.76479,-2.3287,-2.7303,-1.4423,0.64303,2.2871,2.2192,0.71357,-0.14652,-0.39867,-0.89109,-1.1031,-0.9997,-0.18678,1.0846,1.1094,0.43985,0.93708,1.4815,1.0471,0.61558,1.1229,0.8191,0.59037,1.2317,2.4414,2.4653,1.1381,0.44365,-0.10316,1.6646,2.3681,2.4515,1.7221,-1.4194,-5.8513,-7.6037,-6.1133,-3.671,-0.14683,3.8508,6.0076,6.0763,4.8152,3.5039,2.9508,0.44259,-1.5784,-3.3452,-4.7262,-3.746,-0.28803,2.14,2.4644,1.8376,0.60391,-0.81501,-1.0725,-0.026485,0.78518,0.88958,0.69347,0.035623,-0.47419,-0.12456,-0.13162,-0.77902,-0.2463,1.6254,3.0948,3.3346
0.64185,0.39197,-0.6433,-1.0426,-1.1283,-1.0948,-0.032987,0.77905,0.76601,0.99997,1.7034,2.0834,0.9526,-0.94328,-1.8727,-1.9816,-1.9249,-1.8475,-1.9316,-1.857,-1.3729,-0.59078,0.20376,1.191,2.1305,2.1262,1.3945,0.13412,-0.34694,-0.1479,0.71547,1.9772,2.0114,0.64896,-0.93967,-1.5032,-1.0751,-0.67588,-0.7125,-0.4128,0.40448,1.0368,1.6027,1.6632,1.0578,0.64585,0.17724,-0.38966,-0.92505,-1.625,-2.3203,-2.5469,-2.4101,-2.4891,-0.74534,0.35904,1.5094,3.3492,4.5951,4.2896,2.6641,-0.20478,-2.9715,-0.69589,-0.94326,-1.2338,-0.95556,0.33311,1.7375,2.8346,3.3553,2.4155,0.16754,-1.9438,-2.9329,-2.9008,-1.5756,-0.29308,-0.30188,-0.11879,-0.35179,-0.38,-0.82095,-0.85165,0.084219,0.46896,-0.15334,-0.52868,-0.74124,-0.95386,-0.27393,1.134,2.3274,2.895,3.054,2.6374,1.2766,-0.088976,-0.40686,-0.38363,-1.1346,-1.779,-0.60077,1.0791
0.64998,0.74941,0.11773,-0.6575,-1.0103,-1.1372,-1.2984,-1.1844,-0.40567,-0.12997,-0.32587,0.27817,1.1601,1.3822,0.98598,0.7309,0.69186,0.47395,0.21824,0.42873,0.85592,0.73619,0.011103,-0.97641,-1.4927,-1.5744,-1.4118,-0.90231,-0.29484,-0.30164,-0.0051611,0.42711,1.0562,1.1598,0.57279,-0.16748,0.093073,1.3832,2.1255,1.6436,0.51914,-0.16857,-0.13901,0.32209,0.45156,0.27327,0.094774,-0.41992,-0.75026,-0.52567,-0.10633,0.42442,1.008,0.30525,-2.3072,-2.1634,-1.2991,-0.014849,0.4579,-0.53157,-0.96739,-0.23536,0.12827,-0.28096,0.1223,0.13558,0.12456,0.23198,0.37351,0.60821,1.0269,1.2866,1.0988,0.66943,0.16711,-0.35901,-0.82755,-0.90782,-0.85827,-0.26994,0.26461,0.69284,1.144,0.93626,-0.10912,-0.67802,-0.52386,-0.30259,-0.66397,-1.628,-1.701,-0.80808,-0.17597,0.00878,0.66873,1.9174,2.0819,1.1713,0.67437,0.64045,0.49811,0.41944,0.28446,-0.26349
-3.3078,-5.1547,-3.5395,-1.1155,-0.86604,-0.55652,1.8538,3.8119,3.6404,2.7777,2.4002,3.482,5.1852,5.6998,3.8096,-0.58459,-4.4428,-4.4647,-1.99,-0.2789,-0.55378,-2.7806,-5.2052,-6.1652,-5.6261,-3.4357,-0.54297,1.6016,6.452,6.1541,4.9559,5.2092,6.2159,6.0346,4.3385,2.3453,0.65633,-1.2572,-3.7355,-5.0583,-3.7218,-0.60581,1.6796,0.93785,-1.2699,-2.6452,-3.6341,-5.208,-6.9009,-7.7601,-7.1278,-5.1103,-2.5542,0.98531,4.9689,3.6181,2.95,4.7618,7.9889,8.4964,3.9646,-3.4202,-8.1936,1.2247,-0.80723,-2.8932,-2.8953,-1.1863,1.2378,2.9756,3.0589,2.5397,1.4694,-1.2507,-4.9035,-6.264,-4.9509,-2.7744,-0.028866,-1.5886,-4.5524,-5.6968,-4.3677,-1.7969,0.49894,2.5764,4.3176,4.4016,3.4156,3.0544,3.5861,5.5519,8.6029,10.289,8.0751,3.3929,0.55775,-0.52705,-2.4954,-5.6315,-8.8479,-9.8863,-6.8286,-1.8645
-0.35743,-0.46836,0.065286,0.93875,1.2295,0.41205,-0.55559,-0.60032,0.37362,1.398,1.6228,1.3825,1.062,0.78713,0.21387,-1.0565,-2.0598,-1.8122,-0.92513,-0.036676,0.71745,1.0373,0.66411,-0.026649,-0.49582,-1.0074,-1.2732,-0.89531,0.61728,0.46374,-0.17742,0.24317,1.2921,1.7042,1.8452,2.3197,2.955,3.3801,2.8757,1.6291,0.38061,-0.42661,-0.51405,-0.69103,-1.172,-1.118,-0.84961,-1.0552,-1.5317,-1.604,-0.65055,0.48956,0.38591,-0.92896,-3.4968,-3.2185,-1.6732,0.24136,1.7386,1.9542,0.38588,-1.7327,-2.7234,4.9786,3.2845,0.63937,-1.2332,-1.9502,-1.7728,-1.0817,-0.58468,-0.13079,0.69429,1.133,0.93021,1.0254,1.4595,1.5338,1.0192,-1.5658,-2.6763,-3.3774,-2.5513,-1.0363,0.52754,2.2208,3.5087,4.0084,3.4788,1.9725,0.58629,-0.10688,-0.48912,-0.44726,-0.34352,-0.9468,-1.6708,-1.7804,-1.8804,-1.991,-1.5765,-0.37834,1.5597,2.6815
0.03946,0.30192,-0.26482,-1.0974,-0.83068,-0.21802,-1.3153,-2.3416,-1.5429,-1.1217,-1.2472,-0.93009,-0.067462,1.0236,1.8738,2.5775,2.2783,0.76643,-0.30545,-0.41593,-0.28876,-0.16484,0.29121,1.2315,1.1922,-0.31812,-1.631,-2.0955,-2.2786,-2.1524,-1.2362,-0.07786,1.5548,2.8605,3.3021,3.4793,3.4659,3.3249,2.7448,1.5617,-0.07317,-1.4616,-1.2734,-0.092656,-0.048832,-0.94967,-2.3003,-3.0648,-1.6121,0.45141,1.5117,2.2614,2.5296,0.51072,-2.8388,-2.0208,-1.4999,-1.7925,-2.2074,-1.8452,-0.53662,1.2724,2.4511,1.6031,1.118,0.51219,0.95722,2.1284,1.9979,0.84445,-0.50647,-1.7395,-1.6477,-1.5682,-2.3575,-2.1832,-1.2228,-1.7387,-3.3567,2.1953,3.5041,2.8434,1.5494,1.2555,1.0861,0.10075,-0.38135,0.21781,0.16432,-0.40102,-0.18099,-0.34262,-1.151,-1.7665,-1.4685,-0.43486,0.0002805,-0.25248,-0.59402,-0.21125,1.5484,3.1089,2.6536,1.4969
0.20464,0.42675,0.87884,0.19507,-1.8915,-2.6968,-1.1109,0.63399,0.89536,0.23028,-0.71751,-0.27634,1.8756,3.4564,3.4134,1.4003,-0.69989,0.39761,3.1859,3.2526,0.32524,-2.8245,-3.9734,-3.2406,-1.7738,1.0159,3.6907,4.2446,3.3159,1.7493,0.092727,0.11799,1.205,1.8143,1.4372,0.23485,-1.7299,-3.524,-4.0826,-3.2879,-2.0701,-1.1502,-0.83235,-1.4301,-1.0405,-0.052941,-0.87834,-2.4344,-2.8719,-2.7833,-2.299,-0.39272,2.0559,4.4077,5.2581,2.6443,0.55189,0.098207,0.91918,1.5443,-0.59305,-4.3869,-4.9525,3.245,1.1365,-1.7153,-2.4283,-1.6144,0.17413,3.2497,4.2783,2.09,-0.76212,-2.6454,-3.9916,-4.1903,-2.6052,-1.421,-0.97028,-2.719,-4.1619,-4.2047,-3.5732,-2.2556,0.18047,2.5955,4.256,3.4839,0.83436,0.53706,3.1128,5.8521,7.108,7.4729,6.4262,2.9761,0.1291,-0.56792,-1.3543,-3.6334,-5.835,-5.8301,-3.3454,0.07927
0.52639,0.43858,-0.21886,-0.44987,-0.59977,-1.3199,-0.98668,-0.073488,0.19678,0.44818,0.37785,0.0072627,0.029041,0.29553,0.92654,1.8671,1.4067,0.25234,0.0051546,-0.81693,-2.0145,-2.1824,-2.2894,-2.1532,-1.1916,-0.69927,0.58761,3.3253,3.1668,1.7289,0.92716,0.46211,-0.047711,-0.51677,-0.64058,-0.48806,0.42265,1.2106,0.62652,-0.40872,-0.59838,-0.58232,-0.85481,-0.54816,-0.56697,-0.72775,-0.75299,-1.1083,-0.68783,0.56036,1.5361,1.8338,2.2031,1.9741,-0.79025,-1.2852,-0.60362,-0.37661,-0.22247,0.31619,0.30056,-0.22732,-0.90242,-0.3746,0.40747,1.0149,1.9461,1.5338,-0.56523,-1.706,-0.88139,0.355,0.70468,0.95161,1.0435,-0.14658,-1.3204,-0.9072,0.31062,-0.10624,-0.65445,-0.8085,-0.61703,-0.82984,-0.69487,0.99128,2.5161,1.9586,0.15021,-1.4798,-2.0492,-1.5708,-1.3202,-1.1471,0.24034,1.7847,1.4392,0.80975,1.4403,1.5637,1.4707,2.0599,1.4689,-0.58623
