6.8083,5.7381,4.582,-0.12723,-4.5225,-4.1689,-1.6147,1.631,1.7385,-0.21693,-1.8226,-1.6619,-1.0041,-0.81557,-1.163,-0.9907,7.672,4.5816,1.6436,-2.8573,-6.7,-7.5963,-1.7233,0.4213,-0.60468,-4.4297,-6.204,-5.7975,-4.9866,-0.62172,12.223,7.171,-1.4267,-8.7608,-10.526,-9.6027,-9.065,6.3613,4.335,3.6148,3.3165,1.6531,-0.67209,-2.2125,-2.0302,-3.3918,-2.739,-3.1417,-3.2095,-1.9062,-0.58923,0.025854,0.2598,0.31977,0.34622,0.79093,-2.507,-2.0091,-0.72275,-0.21997,-0.99017,-2.4283,-3.5375,-2.5653,-0.096371,1.6432,2.0057,0.66886,-2.5714,-4.5188,-2.3962,-0.97124,-0.45368,0.16331,1.9321,1.5825,-2.5952,-6.3278,-6.2675,-4.0744,-0.88969,1.5519,0.24384,0.264,0.15533,-1.3193,-2.6256,-2.7199,-0.34919,4.2438,7.3036,7.6355,0.35812,3.9471,6.7569,8.3078,5.7594,-0.35295,-1.0948,0.81179,1.8557,1.9397,0.045739,-2.8303,6.0772,5.4846,3.4149,3.2313,4.6061,4.2678,0.92235,-3.0968,-5.4659,-7.102,-6.9224,-3.653,0.92721,4.6121,5.3356,2.6651,-0.18814,-1.7081,2.0664,2.6886,1.4225,0.1702,0.29545,1.5511,3.7597,7.3888,11.139,11.762,7.3561,0.38846,0.98315,1.6025,2.2037,2.7636,1.8066,2.7531,4.3565,3.7755,2.3686,1.7278,0.16202,-8.5736,-6.0774,-3.4475,-1.317,1.22,2.8509,0.44278,-4.2082,-4.4402,-4.6787,-4.2257,-2.5759,-1.0938
0.0068253,0.33005,1.0011,2.1123,2.3865,1.7121,1.1911,-0.40649,-1.3971,-1.468,-1.2296,-1.3299,-1.0438,0.069889,1.165,1.8864,-2.3203,-3.5625,-3.5686,-2.9011,-1.729,-0.13769,0.93247,-0.00051856,-0.9793,-1.3814,-1.2762,-1.0737,-0.74628,0.28525,-0.4603,-1.3409,-0.84036,0.55877,2.2225,2.9838,2.2186,-5.0191,-3.8342,-1.9948,0.18648,1.5236,1.8358,1.8818,0.79632,-2.1482,-4.0137,-4.6349,-4.1049,-3.2761,-2.4318,-1.4378,-0.64113,-0.18428,-0.048061,-0.11823,0.17556,-1.339,-1.9595,-1.8223,-1.6101,-1.2902,-0.95266,-0.9821,-1.4157,-1.5139,-0.96563,-0.13255,0.36955,0.72744,-0.80393,-2.1561,-2.6849,-3.0656,-3.6398,-3.4525,-2.3437,-0.80306,0.43575,0.41593,0.75954,2.2366,0.77567,-1.2264,-1.659,0.0055825,1.5228,1.5524,0.65538,0.63341,2.155,3.2641,-0.29932,1.6158,1.5899,0.69687,0.38774,-0.64833,4.7819,6.6268,5.4922,3.4804,2.0247,0.060166,-1.2246,-0.36993,1.0071,2.4042,2.8402,1.8318,0.13701,-0.72429,-0.91818,-1.4945,-1.5224,-1.872,-2.6574,-1.9653,0.089757,1.8404,2.6045,2.0755,2.7609,3.8027,2.855,1.9371,3.0336,4.5162,4.3148,3.5007,3.7016,3.7714,1.3646,1.655,2.3496,1.6603,1.9542,2.543,1.046,-2.0371,1.2301,3.3845,4.7664,5.2954,3.5877,-3.1104,-2.482,-2.4861,-1.9409,-0.99846,-0.36077,-1.5802,-3.4971,-2.3734,-2.2317,-2.0466,-2.2984,-4.0823
0.74097,1.2638,1.9183,1.4811,0.74849,-0.51758,-1.9648,-0.87399,-1.3203,-1.5987,0.094887,1.6135,2.3982,2.2935,0.91138,-0.091564,1.2957,-0.44726,-2.5517,-3.6262,-3.3124,-2.5833,2.1846,1.6881,0.88078,-1.0206,-2.7269,-2.8977,-1.8566,-0.29346,0.78529,1.8666,2.8828,3.183,3.7813,3.861,2.6454,-5.7771,-4.2271,-1.4417,1.2885,2.2488,0.6958,-1.8781,-2.7774,-4.6296,-5.3505,-4.4323,-1.9195,0.077308,0.50607,0.29405,0.07764,-0.067773,0.50739,1.3814,0.91106,-0.58631,-1.8815,-3.0263,-3.7056,-2.9704,-0.78078,0.91682,0.37788,-0.44393,1.1247,3.8851,5.657,2.7129,-1.7927,-6.81,-8.3736,-7.1516,-4.7261,-1.0014,0.86557,0.41494,0.65808,2.0682,3.8473,3.0392,-0.36062,-3.4556,-3.8006,-2.4789,-1.4661,-0.42591,0.88116,1.4537,1.0149,0.40541,-1.0711,-0.089433,2.0172,4.9449,4.9185,1.4068,-2.2701,0.40421,1.2506,1.1153,1.652,1.5868,2.8513,3.6358,1.6179,-2.24,-3.8487,-2.9897,-2.2649,-1.5734,0.35306,0.94899,-3.045,-1.6874,-0.10125,-0.46515,-0.70343,1.0112,4.128,5.4152,-2.0089,0.061056,-0.3143,-1.4635,0.080489,2.7933,4.1883,4.7509,5.6994,5.4097,2.66,-1.2518,0.14769,0.70452,1.8106,2.9278,2.0174,-1.4406,1.1903,2.4551,2.4079,2.6243,2.4851,-2.1069,0.18354,0.66074,-1.0734,-1.4381,-0.97835,-2.5184,-2.1911,-1.0408,-0.12189,-0.30817,-1.4583,-2.9822
-2.516,-2.9971,-2.5251,-1.1362,-0.45961,-0.82339,0.44334,3.6702,2.7226,2.0281,0.68783,-0.37897,-0.37437,-0.70901,-0.69055,0.089735,-4.9872,-4.0501,-2.7613,-0.74462,1.0617,2.6471,2.7193,0.74439,-1.5453,-3.3691,-2.0396,0.41247,0.98004,1.6741,-0.60111,-1.9146,-0.76596,1.7792,3.5811,3.8196,2.1112,-6.1488,-2.4398,2.4028,4.7853,3.8787,0.77075,-3.1833,-2.2022,-3.237,-4.2963,-3.367,-2.0454,-1.8724,-2.057,-2.4212,-1.2988,0.65529,0.87658,0.70693,2.5095,-0.52129,-2.5873,-1.9468,-2.09,-2.8756,-1.2501,0.91278,1.1807,0.52416,0.72319,1.788,1.8357,-1.9419,-0.32784,0.85252,-0.29285,-1.6948,-2.7824,-3.691,-3.4331,-1.8381,-0.1661,1.0525,3.1374,4.7147,3.2056,2.2911,1.5568,0.62389,0.39774,0.50966,-0.41976,-1.3189,-1.6162,-2.2838,2.1095,1.8104,1.0642,0.21883,-0.72027,-1.7632,2.9129,4.5879,3.4209,1.5089,1.0847,0.58886,-1.8637,-0.75505,-0.8437,-2.4136,-2.3804,-0.33993,1.3393,2.7246,3.8859,4.423,3.0483,1.7649,0.26384,-1.1922,-1.934,-2.7516,-2.3694,-1.1372,-0.10371,0.14116,-0.29737,-0.68957,-0.17093,0.46209,1.1043,2.7627,4.3222,3.5549,0.48629,3.05,2.3957,1.0513,0.86469,1.721,2.341,-6.0647,-3.8444,-1.3824,2.2962,5.7389,6.3911,-2.5098,-1.4497,0.24445,0.28089,-1.2538,-1.9176,-2.78,-4.4472,-2.8677,-1.8847,-0.43889,2.0204,2.9592
-1.7335,-0.9485,0.41919,1.4508,1.1182,-0.06838,-1.1633,-1.0291,-0.54284,-1.2446,-1.626,-0.93476,-0.20658,0.65457,2.0605,2.2131,-0.69896,0.70589,2.1031,3.0579,2.0587,0.32919,1.3358,2.3326,3.03,3.0192,2.4021,1.4945,0.31688,-2.1086,-0.178,3.7739,5.1584,3.7937,1.7816,0.56182,0.62534,1.9432,2.3277,1.7444,-0.16845,-1.0073,-0.76375,-1.067,0.21815,1.5916,2.1192,3.3343,3.3367,2.597,1.8277,0.69096,0.78423,1.5847,0.85119,-0.344,4.9816,4.5939,2.9991,1.9375,1.3194,0.58615,0.44703,0.99015,1.9758,2.9638,3.1178,2.9613,2.6517,-2.0597,-0.36334,2.3315,3.4778,2.1234,0.53305,0.95922,2.3204,3.349,3.5352,2.0762,-0.33546,0.31908,0.20886,-1.2849,-1.1537,-0.22359,-0.71416,-2.081,-2.5888,-2.2479,-2.5386,-2.3411,0.065192,-2.9551,-3.5505,-3.885,-3.9438,-0.91854,-1.2265,-3.9899,-4.8864,-5.7142,-4.4446,-0.35325,-1.8657,-1.7378,-0.79754,-0.49519,-1.364,-2.5504,-2.4958,-1.0359,0.42935,1.4875,2.1019,1.6356,0.49687,0.10998,0.87313,0.93172,0.056644,0.16323,-2.0289,-4.6472,-5.0153,-5.77,-6.4403,-6.1199,-6.1208,-6.3797,-6.3977,-6.1699,-3.1684,-1.4787,-4.198,-5.1516,-4.0406,-1.6285,1.6037,-3.6686,-6.5867,-6.0311,-4.1985,-3.5353,-1.2161,5.0206,3.4933,2.6879,2.0785,1.5873,1.4356,3.679,5.7933,3.7151,2.6654,2.7014,3.9352,5.9711
2.9572,0.70737,-2.5537,-4.0248,-3.1239,-2.6982,-3.9445,-3.1396,-0.65788,1.3524,2.8964,3.699,2.4712,-1.2913,-4.9232,-5.3252,4.0496,5.4618,5.6779,3.0337,-0.22433,-2.6137,-1.6212,-0.61772,-0.39354,-0.58302,-0.78373,-0.2373,0.10772,-0.30057,1.6402,2.4234,1.989,0.22445,-2.3619,-3.8799,-3.7205,-0.60615,0.80439,1.7038,2.1883,1.7547,0.448,-0.43602,-2.1052,-0.38997,0.404,-0.10195,-0.63648,-1.4162,-2.67,-3.2922,-3.1366,-2.6395,-1.7482,-1.2602,1.0824,3.395,5.909,7.563,7.8362,6.1391,3.0613,0.28048,-1.424,-2.4241,-2.4183,-2.6702,-4.2149,-4.5645,-4.7208,-3.5295,0.31641,4.4912,5.5825,2.586,-1.8893,-4.0348,-2.6585,-0.55613,0.76761,1.4501,2.4077,4.769,4.9746,2.0978,-0.91526,-1.9237,-1.2062,-0.34656,-0.19829,0.019504,-1.4561,-2.1423,-1.991,-0.90098,0.20969,1.0405,-1.3478,-1.7892,-0.74043,1.7957,3.1816,3.3343,-2.9784,-3.6054,-3.7537,-1.8584,1.5651,3.6157,1.9265,-1.9678,-4.0638,-3.8436,-0.24892,1.7122,2.5309,2.2089,1.3315,0.7928,0.63296,0.49975,-4.0579,-2.0135,1.3411,2.7603,2.1312,1.191,0.36407,-0.89263,-2.8526,-3.9272,-3.4502,-1.2924,-1.7132,-0.97452,1.0164,2.9524,3.8156,2.985,1.9597,-0.3804,-4.2142,-6.7189,-7.1307,-4.1868,-3.1954,-0.2238,1.9732,2.125,2.7789,4.4433,-0.46326,-1.7285,-2.5861,-0.43835,3.6376,6.58
-3.062,-2.6994,-2.4171,-1.7013,-0.71341,-0.20423,0.69715,4.3784,5.3149,4.745,2.8663,1.1306,-0.054,-1.4267,-2.8166,-3.838,-1.0371,1.1166,2.6942,2.8985,1.598,-0.50742,1.9353,3.3315,5.1629,6.9215,6.9219,6.1518,4.2129,-1.2538,-6.1077,-1.7005,1.5179,3.4212,3.6451,3.2714,2.8912,3.5468,2.3214,1.1233,1.6389,1.5149,-0.65197,-2.2957,-3.8348,-1.0538,0.59929,2.8934,4.3717,4.5712,4.4988,4.5816,4.62,4.0586,2.9601,2.5803,-3.4816,-2.7208,-0.87948,0.80145,2.3656,3.4374,3.1733,2.1889,1.1185,0.16546,0.42703,1.2955,1.8143,4.0392,4.6178,6.1032,7.9621,8.8691,7.6992,4.1329,0.35948,-0.41359,0.83261,1.3214,-0.48498,-5.5189,-4.3013,-1.5815,0.98913,2.4424,2.7136,1.1983,-1.7938,-4.8269,-6.5367,-5.854,1.3586,-2.0922,-3.5296,-3.2915,-1.2293,4.1351,-1.7335,-8.2582,-10.217,-9.8301,-8.0596,-3.1207,-0.33747,-0.28038,-0.21252,-1.1816,-1.5253,-0.17646,0.72363,0.51597,0.4421,0.61469,0.85179,3.041,6.2289,6.6979,2.7445,-3.5237,-6.7212,-4.8745,-5.3402,-6.2093,-2.7046,0.49782,-0.89228,-5.3975,-9.0312,-11.443,-12.922,-12.372,-7.4644,-2.3267,-4.4459,-4.3824,-4.4087,-3.706,0.18509,-1.2489,-5.7828,-7.5531,-8.1063,-7.0066,-2.2885,3.94,1.6651,2.2289,2.8947,2.2676,2.264,5.9418,4.9299,4.7173,4.8136,4.4891,5.6873,8.6854
-0.014105,0.81447,1.5259,1.5477,0.96711,0.79433,0.16456,-1.4773,-1.8475,-2.7179,-3.3734,-2.1442,0.087208,1.7715,3.1614,2.98,-3.8986,-1.3761,0.12337,2.211,4.0896,4.4421,2.6095,1.3706,0.73534,0.6593,0.095345,-1.1162,-2.286,-3.2778,1.3813,3.0975,1.437,-0.57253,-0.51324,1.1219,3.1391,4.2604,4.1749,3.6683,2.4332,0.85261,-1.0542,-2.7902,-1.6663,1.113,2.3089,2.8345,2.3576,1.415,1.2238,0.83535,-0.017477,0.35352,0.99189,0.31388,5.977,4.8918,2.8286,1.5964,1.1129,0.86667,1.1098,2.6727,4.2522,3.7194,1.8849,1.5688,2.3752,0.71042,2.3829,3.2762,1.2485,-2.629,-4.9128,-3.071,0.6236,3.172,2.9133,0.057804,-2.2723,1.7858,2.1808,-0.65655,-2.5289,-2.0991,-0.76651,0.17785,0.077,-0.41631,-0.91568,-0.5374,1.2738,-0.10186,0.92412,0.43477,-1.7761,-1.5427,-1.4056,-3.587,-5.1478,-6.0248,-4.3843,-0.87555,0.30736,0.080939,0.61268,0.3303,-1.7713,-3.7071,-3.2917,-0.94295,2.0219,3.9,2.242,0.016564,-1.6767,-1.7313,-0.53931,0.26581,-0.092166,0.078786,0.31852,-2.0495,-3.6035,-5.4122,-6.1534,-5.7769,-6.2799,-6.7384,-5.9853,-5.5815,-3.7718,-3.1758,-3.3183,-2.414,-2.2556,-1.3242,1.4971,-4.3281,-5.449,-4.1073,-2.1425,-1.8799,-0.89145,4.0909,2.5933,1.8277,1.8549,1.9532,1.2242,2.0481,3.8647,2.1999,1.5765,1.782,3.4501,6.246
3.8666,2.8117,0.55237,-2.4648,-4.1043,-3.6156,-2.9174,-2.1545,-1.5603,0.71998,4.8264,6.7809,4.0138,-0.54219,-3.1587,-3.1855,3.7093,2.2917,1.662,-0.02317,-1.5905,-2.275,-4.4436,-2.6971,-2.7774,-4.1907,-3.5368,-0.99367,1.3843,4.2794,7.8516,5.7743,1.888,-2.9149,-5.7984,-6.5215,-6.2796,1.5178,-1.0889,-2.4479,-1.9596,-1.2283,-1.3657,-1.3099,-3.5759,-5.1818,-4.8519,-4.0362,-2.9604,-2.1967,-1.9775,-0.74939,1.427,2.0945,1.3104,0.20081,-0.22124,-0.19175,0.0071743,0.21123,-0.34848,-0.050188,1.3031,2.5286,2.1602,-0.041297,-0.95927,-0.98699,-3.8067,-5.4019,-3.6816,-0.88548,3.7613,7.728,9.7422,7.7006,1.8832,-2.0698,-2.5209,-2.6015,-3.0046,-3.8237,-3.5493,-3.1625,-2.2118,-0.28111,1.7478,1.878,0.68019,0.17758,-0.17079,-1.4394,-4.7296,-3.252,-0.24115,2.6962,1.9275,-1.5984,0.81365,4.7141,7.2387,7.5731,5.171,1.4474,0.45556,0.47992,-0.45094,-0.37486,2.7044,5.3344,3.1203,-1.2456,-4.1848,-5.8391,-2.9789,-0.9484,0.33309,1.9354,1.8464,-0.0023892,-1.1055,-1.59,-7.2501,-4.2421,-1.4114,-0.38228,0.87398,3.5303,5.1169,5.2511,5.8823,6.8304,5.9893,-5.3682,-4.8744,-2.5397,1.5635,4.4876,4.5761,1.0695,2.5358,2.413,1.7446,1.3886,0.35369,-1.7544,0.087608,0.51314,0.2647,0.26486,0.20605,-0.4674,-1.1292,-1.8349,-2.9804,-3.1139,-1.6457,-0.45088
-0.2332,-1.1868,-1.3863,-0.84145,0.51383,1.9104,1.774,-0.74022,-1.8348,-1.6319,-2.2788,-2.7057,-1.0561,1.6204,2.806,2.2596,-1.6383,-0.86646,0.83672,2.2539,1.7892,-0.65295,-1.2188,-0.0074232,0.50592,1.5986,2.0186,1.0778,0.22324,-0.87905,-4.7434,-4.0216,-1.5245,0.48602,0.55,0.077681,0.050971,1.4048,1.6785,0.777,0.11977,0.065771,0.71723,1.6697,-2.414,-2.3444,-1.0003,0.50525,0.78222,0.99935,1.4703,1.1487,0.32756,-0.86305,-2.8159,-4.231,-0.87013,0.71461,1.66,0.038072,-1.5162,-0.99996,0.15599,0.20675,-0.25135,-0.56331,-0.38556,0.58184,1.8999,3.1623,1.2572,-0.91142,-3.6539,-5.9072,-5.1018,-1.7977,0.89093,1.3541,0.089315,-0.69593,0.36858,1.3882,-0.45183,-2.2047,-2.3435,-1.438,-0.38697,0.71277,0.94558,0.39362,0.28007,0.21153,1.9373,2.4871,1.3899,0.75591,1.6871,2.5045,0.76399,-0.54376,-1.7343,-2.5082,-3.6485,-5.048,1.2161,1.1124,0.59125,0.075645,-0.58273,0.087757,1.8884,1.3588,-1.0672,-2.2893,-1.7215,-1.7753,-1.2432,-0.041568,0.69824,1.414,2.0466,1.4783,0.58181,1.2407,0.48085,0.33621,0.66919,1.069,2.6219,3.2484,1.528,0.30327,-0.036738,0.99562,2.3085,3.3914,3.9928,3.434,1.4913,-1.8423,1.1939,2.9806,2.2995,-0.53623,-3.4639,-2.555,-1.9199,-2.3576,-2.6494,-1.8444,-0.20847,0.80935,-3.3738,-0.48328,2.262,2.5991,0.50604,-1.7534
