-1.0652,-1.0532,-0.68963,1.0337,2.9217,3.8142,2.532,1.3667,0.26875,-0.86011,-0.96075,-0.1792,0.12997,0.17357,0.61789,0.47967,-0.36485,-0.8412,-0.9198,-1.0314,-1.6202,-2.4134,-1.9903,0.25189,2.1377,1.7225,0.4705,-0.71361,0.319,1.4677,1.7234,0.39593,-1.0463,-1.1221,-0.46576,-0.67898,-1.4806,-1.3969,-0.39977,0.0195,0.21482,1.4594,1.9491,1.0858,0.9325,1.4676,1.4914,0.62159,-0.37819,-0.17564,1.1157,1.0451,-0.60885,-0.86883,0.13703,0.42841,0.39016,-4.9455,-3.0499,-1.1154,0.69459,2.2348,3.278,3.5092,-0.74974,-0.2901,-0.41317,-1.1277,-1.8006,-1.7424,-1.3175,0.57216,1.3495,0.53841,-2.0496,-3.6947,-2.7231,-0.58753,0.78677,0.63977,-0.45606,-1.5208,-1.9344,-1.4911,-0.40143,1.2449,4.165,3.0382,1.4597,1.084,1.1353,0.14627,-1.2698,-1.645,-1.5321,-1.4063,1.5979,1.9434,1.7966,1.5075,1.7309,1.3266,-1.0619,-3.3277,-3.8772,-4.442,-5.4187,-5.6178,-4.6821,-3.2848,-2.2474,-1.0501,1.5647,4.5108,5.677,5.8445,6.1684,-3.1651,-2.4678,-2.1408,-1.8872,-1.2045,0.18181,1.4102,2.6066,-0.7146,-0.99532,-1.6875,-2.2025,-1.6166,-0.026034,0.55721,0.66945,1.7386,2.5732,1.7638,0.69954,0.51964,0.21835,-0.0048451,-0.28899,-1.662,-3.0707,-3.0744,-2.8789,-3.5138,-2.9901,2.3345,3.36,4.6904,5.0206,3.5355,1.7156,1.1732,1.8523,2.7728,2.7773,0.17309,-4.0337,-6.3491,-7.0489,-6.0084,-5.2666,-2.7992,0.029996,1.8228,3.0078,3.1053,1.0853,-1.3607,3.535,4.2341,3.6372,2.6846,2.6507,1.7607,0.42984,-1.8453,-2.0238,-2.4332,-2.5702,-2.8179,-3.0282
-0.013351,-0.46792,-1.21,-1.3196,-0.4556,0.44095,-4.5781,-3.7615,-1.8933,-0.070497,0.59986,0.6541,0.66295,0.97001,1.4636,1.0458,-0.089691,-0.66986,-0.45012,0.26139,0.53196,0.14282,-0.0068783,0.65164,1.3372,0.97726,0.4835,0.4418,0.29174,-0.38401,-0.53192,-0.49679,-0.82301,-0.96374,-0.76543,-0.46604,0.25771,1.2495,1.5643,0.66618,0.021476,0.30863,0.057886,-0.82864,-1.1055,-0.66772,-0.41717,-0.47503,-0.42652,-0.2538,-0.020714,0.36007,0.64554,1.002,1.2828,0.90186,1.0642,-0.056445,1.2731,1.7544,0.89219,-0.14394,-1.0994,-1.9724,0.2091,0.70529,1.1645,1.392,1.4637,0.73134,-0.17265,-0.71146,-1.3136,-2.0121,-2.4277,-2.076,-1.156,-0.59793,-0.48171,-0.27822,-0.38366,-0.42574,0.34987,1.267,1.4051,1.0603,0.78153,1.292,2.0209,2.3389,1.7781,0.58083,-0.049721,-0.47756,-1.3978,-2.4928,-1.4154,-1.2191,-0.011587,0.81317,0.58967,0.11448,-0.53395,-1.1627,-1.3957,-0.65566,0.65549,1.0638,0.79467,0.57032,0.39235,0.42339,0.58318,0.58586,0.56699,0.75358,0.97497,1.0758,1.2842,1.0041,0.16445,-0.42024,-0.58295,-1.3307,-2.9548,0.7688,0.090231,-0.28133,-0.71309,-0.72575,-0.28595,-0.27561,-0.3001,0.11956,0.29672,0.32459,0.40236,-0.066965,-0.63314,-0.34205,0.50065,1.1252,1.1857,0.73984,-0.13304,-1.4297,-2.7713,2.0351,1.4806,1.0708,0.2418,-0.8162,-1.1602,-1.1328,-0.92206,-0.14492,0.76775,1.3484,1.4015,0.5342,-0.92158,0.18698,-0.032865,-0.315,-0.042101,0.29584,0.025599,0.07175,0.77978,1.3544,-2.2134,-2.1452,-1.5792,-1.1402,-0.26834,1.1579,2.2992,0.88186,0.33733,-0.27443,-0.17741,0.24853,0.13613
3.623,2.7801,1.625,0.35259,-0.13422,-0.18419,0.57643,0.52652,1.19,1.0833,1.1468,0.68028,-1.1103,-1.6727,-1.0867,-1.4768,-1.6552,-0.49832,0.059191,-1.1591,-2.0325,-1.6328,-1.0061,-0.045331,0.36532,0.12092,-0.050576,0.13108,0.23488,-0.61741,0.165,0.8433,-0.30127,-0.66811,0.17496,-0.58134,-2.1978,-1.6378,-0.29503,0.3245,1.0787,1.3874,0.80517,0.68293,1.7436,2.3213,1.1143,-0.71078,-1.1815,-0.95228,-1.0658,-1.0032,-0.64979,-0.31719,0.26404,1.2755,1.3017,-0.62263,-1.2196,-1.4252,-0.9222,-0.39181,-0.048628,0.6587,-0.064479,-0.68439,-1.0796,0.60665,1.7141,0.098008,-1.9357,0.1801,-0.25941,-0.77491,-0.79534,-0.89891,-0.92953,-0.23934,0.57041,0.66041,0.72295,1.7106,2.1173,1.4787,0.66404,-0.60661,-2.051,-2.2989,-1.7743,-0.059513,1.2863,1.6952,2.2578,2.4914,2.1658,1.846,-1.9342,-1.6687,-1.013,0.76387,1.8501,0.83029,-0.83267,-2.3889,-3.2904,-1.9556,0.0036098,0.34522,0.39284,0.77308,0.70997,0.030927,-0.58739,-0.74066,-0.14388,1.4232,2.424,-0.6019,0.66386,1.8456,1.9133,1.1322,0.64761,0.12236,-1.4231,2.2246,1.2925,-0.35496,-1.6792,-2.137,-1.9086,-1.6808,-1.2616,0.25455,1.753,2.0828,1.5328,0.1329,-1.4992,-1.2456,0.48156,1.0358,-0.058201,-1.5179,-1.3922,0.17842,1.3487,1.7786,2.0102,0.64696,-1.4501,-1.4426,0.022218,0.56923,-0.077585,-0.93711,-1.3287,-1.4349,-1.5137,-1.1755,-0.81084,-3.1495,-1.2885,-0.2992,-0.044465,0.29789,0.5032,0.081634,-0.74817,-1.3623,3.5719,1.9432,-0.2577,-0.78678,0.18919,1.2592,2.4633,-2.5651,-1.404,-0.42321,-0.59338,-0.53115,0.10479
-3.5737,-1.8034,-0.98872,0.17238,2.7136,5.3758,1.2789,1.1207,1.3731,2.1429,1.6179,-0.098033,-1.8321,-4.0242,-4.6321,-2.9298,-1.0575,0.056509,0.47748,0.19766,0.56755,1.7782,2.4458,2.4063,1.4079,-0.68627,-2.203,-2.4643,-0.483,2.7816,3.4097,1.8552,-0.035195,-1.2692,-0.86769,0.3288,0.97557,-0.21768,-1.1367,-0.60724,0.053302,1.1631,1.038,-0.70655,-2.1279,-1.9348,-1.3767,-1.6665,-2.1506,-1.3122,1.3444,2.4772,2.1451,2.7365,2.3974,1.387,2.0674,4.024,2.9986,-0.17786,-3.5158,-3.8558,-1.8869,-1.7114,3.7949,2.6144,1.0437,-0.95333,-2.4732,-2.6759,-2.6092,3.5951,2.9864,1.9456,-0.085011,-2.0685,-3.5193,-3.2928,-1.5794,-0.48378,-0.23434,-1.3685,-3.1686,-4.0346,-3.9783,-2.9117,1.7794,4.1352,5.0829,4.4737,3.271,2.4313,1.1399,-0.49106,-0.96952,-0.47906,-0.18418,2.1006,4.6335,6.077,3.6249,-0.38097,-3.1929,-5.0293,-4.9582,-3.3093,-1.4275,0.27437,1.1165,0.013654,-1.8726,-1.6126,-0.042528,1.0115,0.87657,-0.90703,-1.6338,-6.2709,-4.4809,-3.3103,-3.1583,-1.7192,1.235,3.8988,6.1901,-3.8283,-1.9367,-0.32014,-0.75999,-0.78638,-0.30776,-0.63278,-0.82497,-1.262,-1.3873,-0.5572,0.3228,1.355,2.9284,4.365,4.6825,3.1972,0.60515,-1.5911,-3.7283,-5.82,-6.5741,0.37149,0.28223,-0.54657,0.1889,2.7167,4.9826,5.3115,4.0526,2.6259,1.7749,-0.017777,-2.6863,-5.124,-7.4181,0.82921,0.07466,-1.1986,-1.4927,-0.83237,-0.36782,-0.1939,-0.21789,-1.1623,-1.7482,1.5405,3.8306,4.4972,4.4155,3.0622,1.8487,-3.2775,-4.0928,-4.6915,-2.8527,0.24337,2.3447
-0.59271,0.43504,0.93162,0.36476,-0.27738,-0.62092,1.5697,1.1708,0.95618,0.44873,-0.083553,-0.48966,-1.106,-1.2061,-1.082,-0.8209,-0.072879,0.096704,-0.46571,-0.34349,0.27079,0.491,0.42685,-0.03599,-0.54899,-0.43654,0.11083,0.36256,0.22893,0.11783,-0.016067,0.29618,0.65503,0.42324,-0.55524,-0.61419,0.32485,0.19351,-0.41277,-0.29266,0.25736,0.47485,-0.049894,-0.45879,-0.48219,-0.72066,-0.86699,-0.61052,0.046327,1.0155,1.6382,1.7002,1.5951,1.0336,0.079319,-0.8409,-2.359,0.28053,0.18957,0.37158,0.72777,0.62113,0.0066891,-0.35414,-0.057013,0.071563,-0.079148,-0.84666,-1.1441,-0.84669,-0.92529,1.3481,0.12005,-0.28012,-0.55547,-0.91346,-0.57497,-0.2278,-0.37444,-0.34475,0.24485,0.73139,0.42629,-0.11297,-0.21063,-0.27628,-0.31461,0.17356,0.52094,0.28548,0.15822,0.60113,0.68138,-0.21832,-1.4379,-2.151,0.79646,0.36135,0.15541,-0.73411,-1.8094,-1.8236,-0.33963,1.0888,0.96521,0.37262,0.79392,1.6909,2.0993,1.9991,1.7015,1.3073,0.80484,-0.027101,-1.5138,-2.8991,-3.7526,2.2797,1.7031,0.85655,-0.33383,-0.85028,-0.32757,-0.40553,-1.2027,-0.28955,-0.13927,0.44132,1.21,1.438,1.0116,0.83829,1.2305,1.219,0.66304,0.26526,0.011481,-0.21943,-0.18914,-0.23656,-0.47283,-0.65245,-0.87914,-0.67709,-0.050331,0.1778,-0.0036309,-0.50918,-0.50602,-0.38274,-0.85868,-1.7246,-1.7556,-0.64245,0.066293,-0.26254,-0.13579,0.4967,0.7434,0.77879,0.90511,-0.17652,0.53355,1.1022,1.5576,1.6848,0.86312,-0.26469,-1.1168,-2.0748,0.072287,-0.28617,-0.72436,-0.81076,-0.4601,-0.061551,-0.27134,-0.15204,-0.054676,0.42762,0.87302,0.85437,0.64879
-2.3935,-1.5853,-1.2419,-0.79652,0.42772,1.9874,-1.4924,-1.233,-0.59325,0.45266,1.122,1.0785,0.63239,0.32698,0.002539,-0.20911,0.037849,0.61544,0.54152,0.16344,0.65488,0.67772,-0.046918,0.12184,0.48059,0.034095,-0.1029,0.65184,2.8115,2.2407,1.9106,1.53,0.44978,-0.66942,-0.93783,-0.848,-0.46364,-0.28548,-0.9786,-1.3935,-0.89329,-1.4234,-3.4099,-3.9118,-1.4841,1.2426,2.0833,1.9552,1.3029,-0.24151,-1.4179,-1.5091,-1.1877,-0.32299,0.71603,0.97665,1.2407,1.0878,1.0302,0.72238,-0.10082,-0.85323,-1.0253,-0.6826,-0.62498,-0.89187,-0.94066,-0.18481,0.60603,1.3872,2.3904,1.0441,-1.0285,-2.1237,-1.8784,-0.95665,0.3549,1.6906,2.6758,2.8025,2.2213,1.1041,-0.45528,-0.74369,0.13941,-0.55905,-2.4332,-2.1499,-2.0652,-1.1117,0.53265,1.4299,1.0649,0.1836,-0.55091,-1.1624,4.7063,3.4108,1.6242,0.3737,0.10266,0.25964,0.065823,-0.074618,-0.32839,-0.59101,-0.11521,0.33939,0.78917,1.7395,2.1391,0.93744,-1.365,-3.0398,-2.9186,-2.0159,-1.7797,-1.0179,-1.2288,-1.205,-0.75687,-0.22398,0.47169,0.82405,0.46033,-0.81198,-0.21377,0.16099,0.27746,0.4685,0.15715,-0.60465,-0.53111,0.66022,1.8429,1.8968,0.78728,-0.32336,-0.71928,-0.55483,-0.53709,-0.0034259,1.7639,2.5695,1.371,0.24994,0.20153,-1.5281,-1.9738,-1.9758,-1.1235,0.60906,2.6042,2.6279,0.3881,-1.7269,-2.3951,-1.6103,-0.00027579,1.1511,1.9653,1.2277,1.3888,0.61631,-0.65803,-0.9759,-0.2892,0.28143,0.44587,0.9104,1.331,0.20426,-1.2756,-2.2702,-1.9186,-1.4565,-1.6056,-0.49922,-0.83511,-0.38217,0.94767,2.4154,3.0737
-2.9523,-2.0439,-0.77985,0.28982,1.0219,2.1319,-2.2148,-0.52692,0.88392,1.879,1.8774,1.0373,0.038414,-0.91096,-1.5878,-1.6487,-1.2905,-0.74978,-0.10288,1.0549,2.4981,2.8153,2.0812,1.6852,1.3177,0.16915,-0.15432,0.74418,0.30141,0.083841,0.53564,0.31034,-1.0571,-1.9221,-1.1948,0.23438,0.94613,-0.10568,-1.6735,-1.8445,-0.81775,-0.11106,-0.75873,-1.8712,-1.3939,0.73983,1.9597,1.488,0.77712,0.083188,-0.40969,-0.045884,0.59187,0.78773,0.19353,-0.60293,-0.37933,3.656,2.5538,0.38908,-2.0041,-3.3659,-3.8128,-4.4275,2.9964,1.1128,-0.27318,-0.74958,-0.65461,-0.40899,0.25315,0.18087,-0.47684,-1.0588,-1.1356,-0.34046,0.92648,1.8976,2.3952,2.28,1.259,0.21305,0.21811,0.89348,1.449,0.81918,-2.1196,-2.1528,-1.9416,-1.4216,-0.99254,-0.6277,-0.33171,-0.22295,0.30379,0.88502,4.094,3.455,2.3312,0.88539,-0.39831,-0.36288,0.30586,0.81131,1.2076,1.1507,1.0188,1.0937,1.2206,1.0552,0.25801,-0.76025,-1.7585,-2.2933,-2.0974,-2.1082,-2.0785,-1.8128,-2.1096,-2.1175,-1.4549,-0.49713,0.69352,1.6596,2.0485,-0.94402,-1.18,-1.0636,-0.61841,-0.78,-1.5982,-1.8982,-1.0891,0.80339,2.3927,1.9695,0.24596,-0.55083,0.26935,1.2279,1.1706,1.118,1.8235,2.0095,0.73183,-0.67732,-1.0227,-1.0323,-2.0459,-2.9446,-1.8583,1.1189,3.8542,3.6171,1.1193,-0.29786,-0.18564,0.26574,0.4891,0.16577,0.14436,3.3163,2.2213,-0.21414,-2.7062,-3.1377,-2.0154,-0.26017,1.2664,2.2427,-0.029982,0.012496,-0.50595,-1.4194,-1.6358,-1.3598,-1.535,-0.55113,-0.65609,0.39586,2.0227,2.8768,2.8015
-2.1032,-1.8368,-1.0744,-0.32199,0.14999,0.3563,-2.2306,-1.0983,0.13449,0.76774,0.75327,0.40696,0.73948,0.39437,-0.88206,-0.87943,0.036294,0.28789,0.30718,1.3282,1.7298,0.82484,-0.27412,-1.1402,-1.0139,0.31833,1.7524,2.9661,-1.9098,-3.624,-4.8579,-3.6533,-1.1113,1.6446,4.3249,6.1403,5.6583,2.0865,-1.5656,-2.7487,-2.0861,-0.33323,1.4162,1.8795,0.69564,0.040601,1.1538,1.8738,0.51558,-1.7614,-2.8283,-3.2925,-3.054,-1.8489,-0.94636,-0.61444,-1.5231,1.4344,2.139,3.0931,1.8107,-0.78719,-2.6702,-4.6043,-0.45407,-0.62177,-0.65036,-0.094842,1.7211,3.1906,3.0101,-0.24947,0.73409,1.2761,1.2489,1.2871,1.064,0.25535,-0.45538,-0.8702,-0.69094,0.29692,0.863,0.74143,0.64656,-0.2116,-2.3892,-2.3202,-1.6936,-1.2828,-0.81213,-0.016426,1.0522,2.4296,2.6334,1.2377,-0.16875,-1.0734,-1.7478,-1.8617,-1.5768,-0.70566,0.84074,2.0793,2.5128,0.77219,-1.3339,-0.57616,0.188,-0.94256,-1.9407,-1.5038,0.23955,1.3347,1.6082,2.4134,3.1757,0.26234,0.60577,0.70588,2.5339,3.291,1.3291,-0.45203,-1.3619,-3.3318,-2.7376,-2.2909,-0.89698,0.26095,0.93434,2.0339,2.3169,1.2294,0.80025,1.083,0.54374,-0.32381,-0.83891,-1.7591,-2.0775,-1.2538,-1.1175,-0.91269,0.59426,2.215,2.8119,-1.0065,-0.84924,-0.2371,0.6811,0.50344,0.0020929,1.0476,1.6962,0.61596,0.26263,0.49234,0.015524,0.76429,2.4329,1.2873,-0.69127,-2.5636,-2.7371,-1.3105,-0.34263,0.081203,1.5156,2.8604,1.1846,-0.50833,-1.9938,-2.191,-2.5754,-3.0818,-2.6456,-2.0128,-1.4056,-0.18898,1.5842,2.8743,3.4875
-5.2504,-3.521,-1.4622,-0.68869,-0.19452,1.6277,-2.0788,-1.9684,0.10416,2.5141,2.7544,1.7473,1.5589,1.2566,0.090732,-0.84075,-1.5022,-2.0722,-1.9886,-0.65377,1.4668,2.8415,3.0203,3.1375,2.8284,1.2938,-0.38129,-0.66441,2.0576,1.1841,1.2068,1.895,1.7167,0.18082,-0.68095,-0.83515,-0.50882,0.052368,-0.27955,-1.0417,-1.7909,-2.2894,-2.3905,-1.841,-0.63566,0.51669,1.0381,1.6217,1.4923,-0.51748,-2.1607,-2.6275,-1.986,-0.57186,0.52128,1.7693,3.2444,4.0231,2.184,-0.034885,-2.3058,-3.6808,-4.1924,-5.4026,2.2252,1.0725,0.93761,1.5876,2.3504,2.547,1.8611,7.1384,3.5329,-0.18137,-2.9244,-4.5902,-5.1923,-3.7008,0.086029,2.6038,1.5734,-0.54762,-1.3783,0.11666,1.4825,-0.36517,-2.7589,-1.8707,-1.2462,0.15705,1.6776,1.8001,1.0492,0.47464,-0.28749,-1.8778,6.5994,4.1319,1.9344,-0.41654,-2.655,-3.892,-4.1139,-3.0025,-0.90819,0.61135,0.70223,0.33158,1.4022,3.1356,3.3863,0.97387,-2.4573,-3.691,-2.5782,-0.34192,1.5922,0.72194,0.43812,-0.55939,-1.7726,-1.5554,-0.62481,-0.97615,-2.4141,-2.0687,-1.9297,-1.1109,-0.71385,-0.5938,-0.3258,-0.40921,-0.070772,1.0291,2.3654,2.7325,1.5961,0.78563,0.37032,-1.017,-2.4579,-1.9106,-0.30363,0.53941,1.3736,2.3214,2.7016,-3.7389,-3.1203,-2.3529,0.19389,3.8333,5.5406,3.7007,0.4479,-2.2787,-3.6656,-2.233,1.3719,4.1676,5.2333,-3.2062,-3.1389,-2.5948,-0.035748,2.5253,3.833,3.5487,2.2852,1.6885,-0.044769,-1.1916,-1.8738,-1.514,-1.1435,-1.4553,-0.94528,-5.3342,-3.0039,-0.67696,1.8263,4.9363,7.3051
-0.2282,-0.84108,-1.0801,-1.0398,-0.77042,-0.36154,0.039051,0.5934,0.28883,-0.10141,1.1121,2.6165,2.9616,1.751,-0.31414,-0.95854,-0.63599,-0.7763,-0.91036,-1.336,-2.1468,-1.6937,-0.62924,-0.70586,-0.39624,1.6192,2.9229,2.112,0.87436,0.76719,-0.40909,-0.99181,-0.12671,0.010708,-0.77188,-0.41319,0.091963,0.11451,0.9665,2.0402,2.4601,1.8651,0.097287,-0.77015,0.055654,0.30148,-0.39935,-0.70249,-0.16111,0.7045,0.97263,0.54677,0.12579,-0.39342,-0.99952,-1.4809,-2.1255,0.31131,-0.0074246,-0.48724,-1.4079,-1.6598,-0.38677,0.84692,-0.30952,0.63159,0.96455,0.17454,-0.37269,-0.14567,-0.12741,0.9897,2.0824,2.4075,0.73701,-0.59708,-1.3963,-2.3676,-2.7695,-2.9936,-2.801,-1.3406,0.22713,0.41918,0.45424,1.2192,1.0259,1.7019,1.7909,0.4816,-0.26079,0.45422,1.037,0.73682,-0.014364,-0.98806,0.23883,-0.040502,-0.23768,-0.60575,-0.59875,0.28503,1.2179,0.97412,-0.32525,-1.956,-2.3081,-1.9281,-2.1119,-1.6403,-0.23496,1.2333,2.3657,2.6542,2.0546,1.0681,-0.26832,0.37359,0.10123,-0.31971,-0.66468,-1.4149,-1.4607,-0.14809,0.83728,-1.4531,-1.0234,-0.40818,0.154,0.25836,0.22343,0.081437,-0.66616,-1.1332,-0.85272,-0.7535,-0.79885,-0.34116,-0.050462,-0.31344,-0.0029032,0.43168,0.60371,1.19,1.4001,1.0597,1.5971,0.5611,-0.27694,-1.2787,-2.0866,-2.5651,-1.8286,0.041255,1.498,2.177,2.2645,1.0516,-0.38705,-0.18427,0.063054,-2.5319,-2.0017,-1.1437,-0.28462,-0.10857,-0.14916,0.48521,1.376,2.0027,-0.42486,-0.41973,0.010777,1.8068,2.6109,1.5034,0.27578,-1.1576,-1.6868,-2.0449,-1.6526,-0.0052246,2.2239
