-0.069554,-0.45368,-0.59032,-0.30028,-0.10362,-0.018499,-0.01631,-0.24511,-0.14713,0.24969,0.61532,0.54449,0.0087094,-0.53698,-0.65717,-0.36039,-0.02283,0.11512,-0.21877,-0.25523,-0.24915,0.0066928,0.18232,0.047475,0.29122,-0.0089378,0.15135,0.30773,0.14785,0.032467,-0.1812,-0.14008,-0.071793,-0.013497,-0.036193,-0.23404,-0.29147,-0.021913,0.34462,0.62453,-0.14365,-0.23281,-0.20537,-0.22147,-0.41646,-0.48364,-0.19898,0.30589,0.29095,0.31096,0.46611,0.23299,0.0093048,0.17758,0.37783,-0.23861,-0.071128,0.25878,0.49768,0.38274,0.097716,0.64062,0.38121,-0.22941,-0.61356,-0.73843,-0.61647,-0.3444,-0.15344,0.14898,0.3856,-0.28973,0.024657,0.60339,0.68869,0.31087,0.12785,0.18467
-0.38238,-0.81351,-0.84639,-0.4449,-0.23121,-0.038136,-1.5491,-0.63334,0.32107,0.66052,0.5094,0.36411,0.16831,0.028042,0.33895,1.0265,1.1188,0.59815,-0.085589,-0.039975,-0.58711,-0.6889,-0.40173,-0.69873,0.79205,0.44199,0.64959,0.55848,-0.61594,-1.3734,0.40469,0.19516,-0.53676,-0.89733,-0.28748,0.28419,0.51639,0.57476,0.29578,0.22796,-1.3269,-0.31284,0.83794,1.0847,0.68749,0.23209,-7.4015e-05,0.020452,0.1519,0.1107,-0.20713,-0.93045,-1.309,-0.88057,-0.60825,-0.13206,0.20845,0.80685,0.8238,0.17592,-0.32091,-0.86026,-0.046852,0.69707,0.39114,-0.234,-0.3017,-0.28601,-0.46788,-0.11121,0.46635,-0.23819,0.045388,0.61358,0.59621,0.0679,-0.14257,-0.12968
0.55585,-0.23016,-0.51264,-0.37835,-0.38792,-0.19101,-1.5229,-0.77343,-0.28868,-0.10432,0.18899,0.71648,0.70232,-0.023269,-0.62942,-0.61306,-0.4246,0.092282,0.22345,-0.75522,-1.1796,-0.86663,-0.055841,0.62712,1.1873,1.0498,0.79536,0.77857,0.86125,0.84083,0.048674,-0.48027,-1.1287,-1.0671,-0.45214,-0.57122,-0.19095,0.61537,0.46848,0.19765,-0.11127,-0.87176,-0.37298,-0.033903,0.26074,0.12959,-0.48948,0.48673,2.5175,1.1684,0.30596,0.030384,0.0094877,0.0083066,0.046584,0.55639,-0.33356,-0.15802,0.46776,-0.13955,-0.83355,0.52093,-0.12088,-0.15296,-0.19607,-0.75688,-0.25257,0.67619,0.18724,-0.34749,-0.27683,-1.0046,-0.54575,0.35178,0.63828,0.27056,0.16593,0.053553
-0.66968,-0.349,-0.22905,0.059724,-0.23497,-0.88809,0.56073,-0.49084,-0.5466,-0.12081,0.33805,1.0276,1.8761,1.8067,0.48328,-0.69195,-0.63212,0.80675,-1.0022,-0.15629,0.094205,0.1362,-0.076428,-0.5187,0.37,-0.46499,-0.56231,-0.004328,0.38914,0.75248,-0.43695,-0.64084,-0.64243,-0.16244,0.29405,0.28439,-0.068349,-0.081341,0.52912,1.6549,-0.26638,-0.45144,-0.73492,-0.79763,-0.94166,-0.96672,-0.66059,-0.34938,0.17439,-0.24072,-0.021513,0.39729,0.37494,0.010064,0.50722,-1.0875,-0.41586,0.41404,0.62211,0.82634,0.87707,1.0388,0.8645,0.48112,-0.14097,-0.98948,-1.4236,-1.3071,-0.54618,0.5662,0.97188,-0.38612,-0.085669,0.47332,1.0773,1.3269,1.1705,0.88912
1.0107,0.61265,-0.080173,-0.49836,-0.30397,-0.20976,-0.23319,0.64918,0.20698,-0.539,-0.50192,-0.25269,-0.96755,-2.0442,-1.8727,-0.52962,0.60705,1.1739,0.363,0.053346,0.24536,0.3311,0.15683,-0.336,0.93446,0.23655,-0.24297,-0.025339,0.079678,-0.15907,-0.24617,-0.46958,-0.12255,0.83439,0.77265,-0.04043,0.089524,0.2601,-0.26929,-0.62623,1.2275,0.61818,0.097251,0.053413,0.27747,0.31072,0.12102,0.33353,1.087,0.23908,0.14629,0.21542,-0.32835,-0.48777,-0.13227,1.1558,1.008,0.65558,0.3595,-0.5071,-1.2538,0.10194,-0.17872,-1.3837,-1.7044,-0.96999,-0.095286,0.49393,0.55109,0.4161,0.26682,0.018992,0.2368,0.56822,0.43215,-0.26031,-0.55635,-0.37872
0.80441,0.43441,-0.1284,-0.52712,-0.45914,-0.16231,-1.5422,-0.76954,-0.25272,0.011019,0.1307,0.45317,0.42952,0.10049,0.181,0.47157,0.29612,0.0019057,0.071008,-0.89137,-0.72143,-0.21651,0.057709,0.25547,0.3221,0.75436,0.92871,1.0606,0.6172,0.045359,-0.8726,-0.18332,-0.5207,-0.86252,-0.56572,-0.20871,0.36781,0.72674,0.33212,0.24092,0.01376,-0.60569,-0.39032,0.19225,0.44863,0.041127,-0.30667,-0.16045,0.97196,0.52889,0.54571,0.60995,-0.017613,-0.69959,-1.0593,1.2699,0.45235,0.18237,0.42032,-0.30379,-1.3463,-0.62416,-0.49753,-0.62039,-0.7077,-0.54945,0.23994,0.83277,0.40204,0.10176,0.54932,0.37667,0.5578,0.54673,-0.3614,-1.3996,-1.5168,-1.1361
-0.31167,-0.93181,-1.0889,-0.88928,-0.55844,0.1109,-0.095602,-0.38927,-0.79312,-0.55258,0.61318,1.91,2.4906,1.5962,-0.22104,-1.1136,-0.75969,0.21658,-0.5119,0.18933,0.19285,-0.18508,-0.34345,-0.64994,-0.29296,-0.30346,0.3905,1.0403,0.99614,0.81861,-0.28667,-0.071772,-0.32029,-0.60414,-1.1339,-1.2957,-0.39423,0.60776,1.0461,1.2596,-0.15039,-1.1053,-1.3874,-1.2244,-1.3632,-1.2866,-0.54652,0.64932,0.36428,0.39273,0.61394,0.31113,0.12185,0.15012,0.35885,-0.1383,-0.28151,0.20615,0.69117,0.7252,0.66808,0.408,0.65417,0.42154,-0.51244,-1.3892,-0.95158,-0.36982,-0.45891,0.21671,1.052,-0.44043,-0.15852,-0.24261,0.15782,1.2806,2.0825,1.7832
0.80687,0.40379,-0.09481,-0.35408,-0.16339,0.16035,0.88955,0.17634,-0.51222,-0.56685,-0.10819,0.096326,-0.53232,-1.2764,-1.3492,-1.278,-1.0881,-0.34418,0.23279,-0.152,-0.037166,0.44748,0.83407,1.0528,0.60161,0.29775,0.32861,0.74184,0.62046,-0.20442,0.6656,-0.22094,-1.2123,-1.1392,-0.19051,0.38204,0.17701,-0.11743,-0.080175,-0.017599,0.67967,-0.013628,-0.16654,-0.11661,-0.45166,-0.83666,-0.52454,0.47133,0.35679,0.2813,0.72023,1.1881,0.96963,0.62141,0.99374,-0.64317,-0.48762,-0.43718,-0.35892,0.26361,0.75947,1.0847,0.3406,-0.16207,-0.48848,-0.5838,-0.42229,-0.051948,0.073119,-0.14686,-0.18921,1.0101,0.78765,0.26374,-0.69612,-1.5391,-1.7458,-1.2285
0.56407,0.29848,-0.029496,-0.39766,-0.46773,-0.23792,-0.38385,-0.097467,-0.17872,-0.26721,-0.19043,-0.062562,-0.29794,-0.62948,-0.59556,-0.30447,-0.17166,-0.10842,0.15599,-0.43449,-0.48405,-0.21424,0.17989,0.51244,0.09872,0.46245,0.75469,0.91007,0.61812,0.13958,0.030062,-0.12171,-0.32966,-0.34175,-0.060008,0.11176,0.20964,0.24184,-0.18716,-0.44353,0.30406,-0.12691,-0.022493,0.26393,0.06933,-0.44594,-0.34276,0.42079,0.44566,0.21525,0.49081,0.8876,0.70887,0.11872,-0.13476,0.54457,-0.039888,-0.22096,0.12265,-0.12059,-0.7011,-0.70071,-0.68584,-0.52202,-0.17812,0.020729,0.1153,0.26075,0.22378,0.19556,0.5508,0.45786,0.28043,0.038532,-0.55635,-1.2252,-1.3267,-1.0451
0.67558,0.31375,0.050782,-0.20764,-0.44483,-0.45371,-1.2467,-0.58473,0.2442,0.67849,0.51222,0.38489,0.27007,-0.088651,-0.36809,-0.48395,-0.63663,-0.74106,-0.023406,-0.25045,-0.10892,0.0045358,0.28173,0.65045,0.65824,0.84424,0.89319,0.62364,-0.012306,-0.55346,-0.052889,-0.14556,-0.32689,-0.63367,-0.67714,-0.48766,-0.2306,-0.074167,-0.33668,-0.82298,0.73887,-0.047335,0.27653,0.7385,0.56973,0.034864,-0.25752,0.093498,0.59355,1.0014,0.91273,0.31106,-0.22646,-0.37109,-0.4626,0.86219,0.30797,0.24781,0.43493,-0.26346,-1.0331,-0.46466,-0.57561,-0.72053,-0.59844,-0.24037,0.13631,0.37,0.27643,0.19187,0.45731,0.21863,0.38983,0.28856,-0.34418,-0.92787,-0.87341,-0.58582
