1.4666,0.84164,0.24932,-0.074344,-0.60057,-1.7078,-2.8523,-2.8768,-1.7499,-1.0592,-1.675,-1.9543,-1.0137,0.60661,2.9724,4.77,4.3373,1.9602,-0.61829,-1.5219,-0.088985,1.6458,1.038,-0.99322,-2.3528,-2.5359,-1.3509,1.969,7.2087,4.7888,1.3306,-0.60726,-1.6162,-2.9598,-2.9584,-1.3074,-0.69042,-1.6204,-2.111,-0.97059,0.41135,-0.016875,-1.2105,-1.246,0.24969,2.1032,2.569,1.5418,-0.46273,-1.8709,-0.96261,1.3508,3.9909,5.6797,4.5919,1.8609,-0.16924,-1.5661,-2.4215,-2.6154,-2.8368,-2.5635,-1.5876,-0.94515,-0.74495,-0.24724,-0.34747,-1.2112,-1.0977,0.15453,1.141,1.3239,1.24,1.1222,1.3572,1.6802,2.6316,4.0811,3.8875,2.4863,1.0838,0.57173,1.4529,1.5442,-0.23026,-1.977,-2.096,-0.53598,0.93744,0.95217,0.20884,-0.97757,-2.1665,-1.9427,-0.85593,-0.51827,-1.2031,-2.2028,-1.6465,0.63663,2.4832,3.422,3.0763,1.1552,0.33392,0.89898,0.018859,-1.7942,-1.8953,-0.24937,0.49888,-0.65424,-1.8883,-1.7136,-0.58183,1.044,3.0378,4.0364,2.1088,-1.4581,-2.1975,-0.87328,-0.00014172,1.1703,1.8333,1.2988,0.2142,-0.58616,-0.67498,-0.72081,-0.75133,-0.65356,-0.19282,2.0901,4.2856,3.6861,2.5519,2.2976,1.8275,1.4989,1.3467,0.011044,-2.1796,-3.9827,-4.6893,-3.4503,-0.93482,0.87556,0.25112,-1.6307,-1.9841,-0.69414,1.7827,4.2513,4.6238,3.488,1.9417,0.50128,0.63745,2.1157,2.4784,1.3619,-0.34617,-2.8672,-4.5811,-4.3963,-2.5796,-0.15086,0.033114,-0.75756,0.54301,2.4497,2.359,0.81498,-0.14966,-0.059424,0.14223,0.86788,2.1685,3.3303,4.3461,4.6704,3.2169,0.85633,-1.1474,-2.0751,-2.2609,-2.5903,-2.5206,-1.5797,-0.26723,0.31101,0.059623,-0.023642,0.1705
0.91806,1.8213,2.211,1.5371,-0.10622,-1.6587,-2.3217,-1.84,-0.48948,0.47882,0.75722,0.81668,0.497,0.3642,0.76283,1.2665,1.5314,1.0502,0.3838,0.24352,0.66478,1.17,0.9432,0.11691,-0.86281,-1.5111,-1.4081,-1.15,-1.0377,-0.62754,0.18619,0.64401,0.90705,1.3175,1.2566,0.59493,-0.12405,-0.36014,-0.1659,0.082884,0.66122,1.6119,2.0419,1.5514,0.89503,0.68364,0.18717,-0.86903,-1.5973,-1.4256,-0.41103,0.1444,-0.23129,-0.37645,-0.40007,-0.68686,-0.57695,0.47096,2.2014,3.5379,3.7145,2.6983,1.2646,0.49484,0.14065,-0.26036,-0.62314,-1.3775,-1.8995,-1.8913,-1.7473,-0.80401,0.16107,0.28207,0.032117,-0.5067,-0.94944,-0.39813,1.3183,2.9796,3.2941,2.1219,-0.0045717,-1.2831,-0.73132,0.14235,0.33401,-0.047945,-0.54576,-1.017,-0.69802,0.70128,0.91449,0.086363,0.053157,0.45658,1.0887,1.1175,-0.041163,-0.965,-0.88479,-0.12949,0.56119,0.88911,1.0848,0.93402,0.64123,0.48668,0.15547,-0.33792,-0.81481,-0.82698,0.017358,1.0961,1.5987,1.3149,0.51229,-0.205,-0.23756,0.12738,0.36287,0.50201,0.37299,0.16776,0.40673,0.94236,1.3945,1.7747,1.4291,0.18209,-0.33976,0.12664,0.3525,0.17721,0.22272,0.48769,0.42207,0.082385,0.46921,1.3349,1.301,0.61635,-0.19757,-0.64725,-0.41464,-0.025701,0.16912,-0.071638,-0.21113,0.15743,0.81287,1.3961,1.5904,1.4304,0.61774,-0.54976,-0.99083,-0.26244,0.71685,0.6901,0.10918,-0.43789,-0.96883,-0.90173,-0.34946,0.051546,0.044907,-0.23469,-0.25244,-0.089855,0.23682,0.91938,1.3999,2.1424,3.1029,1.3672,-0.4579,-1.1973,-0.85955,-0.31635,-0.20349,-0.58102,-1.086,-0.99646,0.070071,1.2411,1.4761,1.4392,1.2451,0.21412,-0.63711,-0.66308,-0.34562,-0.35236,-0.73381
-1.8535,-2.9126,-1.5588,0.36263,1.4095,2.3378,1.9793,0.57897,-0.81565,-2.3291,-3.433,-3.3854,-1.9294,-0.95312,-1.9317,-3.0996,-3.4862,-3.3392,-2.1577,-0.50995,0.63913,1.6414,2.2465,2.1285,2.2587,2.4529,2.211,2.3037,1.5459,0.16011,-0.60216,-0.46753,-0.27874,-0.0053905,0.11326,-0.21636,-0.80479,-0.83133,0.017251,1.0962,1.7506,1.32,-0.059223,-1.3963,-2.2101,-2.7898,-3.1981,-3.1382,-2.3349,-1.0115,0.026961,0.093383,-0.59502,-1.235,-1.5815,-1.5285,-0.9408,-0.71743,-1.3821,-1.7775,-0.936,0.65493,2.2868,2.6567,1.0858,-0.35337,0.22749,1.3162,1.2144,0.76985,0.128,-0.488,-0.24976,-0.29087,-1.3333,-2.3699,-2.408,-1.5821,-1.4023,-1.639,-1.3737,-1.3798,-1.0196,-0.15824,-0.45023,-1.1959,-0.88909,-0.5116,-0.49422,0.040449,0.58902,0.78904,1.1127,1.6315,1.7463,1.1221,-0.38233,-2.0468,-2.1386,-1.52,-1.5449,-1.7684,-1.9401,-2.2917,-2.7552,-2.4787,-1.476,-0.14682,1.1179,1.2665,0.86885,1.4333,2.4454,1.3643,-0.99109,-1.2369,0.18328,0.85481,-0.024884,-0.92654,-1.4578,-1.9215,-1.1522,-0.70183,-1.5502,-1.5626,-1.1551,-1.9178,-2.7013,-1.8906,-0.075445,1.3365,1.5551,1.0698,1.1212,0.64167,-0.81433,-0.89258,0.73111,2.0649,2.4417,2.3706,1.7643,0.34659,-1.4056,-2.6764,-4.0359,-5.4723,-4.9624,-3.4162,-3.2816,-3.0956,-1.9883,-1.4104,-1.3773,-1.5105,-0.78091,0.90969,1.599,1.5133,1.474,0.57447,-0.15221,0.3394,0.77872,0.2444,-0.4456,-0.19077,0.21554,0.14215,-0.32352,-0.89739,-1.1031,-1.7885,-3.2322,-2.151,-0.25489,0.29225,-0.39422,-0.23518,-0.31907,-1.4248,-0.95828,1.2383,2.159,1.3659,0.29292,0.28519,0.71285,0.91676,1.7916,2.4891,1.5553,-0.35045,-0.70175
0.96643,1.6066,1.2202,0.24756,-0.40286,-1.235,-1.1302,-0.59423,-0.87771,-1.317,-1.0669,1.0373,3.2313,2.6832,0.7894,-0.039292,-0.73724,-1.3147,-0.33233,1.3693,3.5551,4.4285,2.1698,-0.2211,-1.3175,-1.6047,-1.208,-0.86007,0.34972,-0.4926,-1.6404,-2.1528,-2.6716,-3.3508,-2.6249,-1.1657,-0.54168,0.15496,2.1476,4.1487,4.5684,4.5883,3.5213,1.2209,0.3145,0.72352,1.0611,0.60839,-0.56099,-1.9103,-1.5921,1.1012,3.3918,4.1017,2.8244,0.49275,-0.36484,-0.85232,-2.1286,-3.0464,-2.7631,-1.5334,-0.69166,-0.98017,-1.8335,-1.7475,-0.83023,-0.43954,-0.45725,-0.82599,-0.82911,0.36483,1.422,1.331,0.29718,-0.52004,0.32446,2.2273,4.1965,4.7554,3.1941,1.8308,1.6304,1.5459,0.38064,-1.5498,-2.6168,-2.5184,-1.7074,-1.1455,-0.57786,0.86273,1.6074,0.97268,0.36807,0.36031,0.61892,0.76624,1.1776,1.6153,0.92561,0.44015,1.0465,0.94634,0.47346,0.62681,0.38037,-0.70027,-2.0786,-2.8183,-2.3478,-1.4015,-0.79586,-0.72446,-0.11862,1.344,2.6263,3.4426,2.8174,0.63526,-0.70216,-0.20742,-0.39785,-1.6642,-1.3614,0.19805,0.87721,0.7387,0.9892,1.249,0.60733,-0.1823,0.16192,1.503,2.623,2.4885,1.5313,0.05166,-1.157,-0.90061,-0.70089,-1.5904,-2.5852,-1.9639,0.13364,1.6506,2.1974,1.976,1.4422,1.015,0.44992,0.19876,0.099778,-0.88047,-1.7175,-0.64235,1.0786,1.9247,2.8512,3.1424,1.5933,-0.032988,-0.88871,-1.5374,-1.7182,-1.3923,-0.96653,-0.91564,-1.2371,-0.67592,1.1185,2.3815,1.8394,0.5819,0.40849,0.2093,1.137,2.2243,1.9929,1.0019,0.60783,0.92494,0.41434,-0.63604,-0.35253,-0.11311,-0.81941,-0.26394,1.0441,1.3466,0.99122,-0.20174,-0.92039,0.42824,0.91661
-0.057273,0.18458,0.40282,0.061448,-0.27011,-0.27088,-0.50346,-1.0334,-1.1775,-0.99322,-0.94889,-0.66985,-0.066917,0.31369,0.40644,0.40453,-0.017918,-0.79309,-1.2371,-1.5718,-2.0098,-1.826,-1.1841,-0.39669,0.48795,0.68589,0.46659,0.5785,0.087078,-0.11014,-0.4212,-0.54453,-0.20324,0.13737,0.12396,0.020266,-0.033792,-0.36502,-0.62493,-0.69493,-0.94033,-1.2284,-0.75693,0.5188,0.99943,0.38447,-0.16572,-0.2293,-0.13289,-0.10288,0.092766,0.37892,0.27212,-0.27621,-0.72197,-0.74702,-0.33828,0.16484,-0.052596,-0.90754,-1.5011,-1.4576,-0.71302,0.12996,0.41549,0.44246,-0.038003,-0.98954,-1.44,-1.234,-0.73168,-0.14864,0.17371,0.10716,-0.30666,-1.0485,-1.6446,-1.8006,-1.4117,-0.16376,0.90671,0.7431,0.4444,0.50309,0.43299,0.33815,-0.11972,-0.87782,-1.1365,-1.3554,-2.0844,-2.3415,-1.8625,-1.1257,-0.13703,0.76444,1.1127,0.72762,-0.10833,-0.64978,-0.79644,-1.4202,-1.951,-1.2215,-0.14543,0.41661,0.52872,0.091606,-0.39729,-0.54109,-0.79831,-0.86085,-0.25303,0.20223,-0.19172,-0.73448,-0.98131,-1.1032,-0.58177,0.61427,1.3179,0.60123,-0.61962,-1.0374,-0.65974,0.085649,0.5405,0.42928,-0.089299,-0.81186,-1.5258,-2.0414,-1.9518,-1.6906,-1.9687,-2.3169,-1.9992,-0.84178,0.4716,0.81637,0.3074,-0.43559,-0.90908,-0.53808,0.4511,1.6995,2.3715,1.7321,0.56552,-0.26624,-1.0201,-1.8978,-2.068,-1.766,-1.8118,-1.8078,-1.4074,-1.1057,-1.2222,-1.1166,-0.38208,0.28793,0.22028,-0.43155,-1.4711,-1.9318,-1.1774,-0.40692,-0.097408,0.58571,1.4465,1.3664,0.53726,-0.60015,-2.2669,-2.157,-2.1128,-1.5036,0.35396,2.4243,3.1637,2.001,-0.41259,-2.6278,-3.3413,-2.7895,-1.837,-0.88572,-0.53187,-0.56645,0.21717,1.9351,3.2634,3.1505,1.8911
-0.48595,-0.98304,-0.28232,0.6016,0.22199,-1.1399,-2.5328,-3.1959,-2.7378,-2.3662,-2.63,-1.4908,1.3874,3.6584,5.3328,7.3402,6.6445,2.0343,-1.4671,-1.7403,-1.2415,-0.6244,-0.72582,-2.2916,-3.4475,-2.6697,-0.26505,2.5378,2.7918,-0.73166,-4.7684,-5.5685,-3.7233,-2.2126,-0.51817,2.1103,3.5495,2.6974,2.0003,3.1515,3.7018,1.7287,-1.6971,-4.7512,-4.9482,-2.7656,-0.70156,0.61753,0.51525,0.30451,1.9648,3.6085,3.8329,3.5305,2.8596,1.3124,-0.97344,-2.3065,-2.0738,-1.0665,-0.73069,-2.2819,-4.7351,-7.1062,-7.8204,-6.4264,-3.7904,0.0021774,2.9054,4.4294,5.3757,4.007,1.0438,0.095819,0.7455,1.2819,3.6001,7.0033,7.1287,2.3237,-3.0408,-3.1765,0.99088,4.179,3.7885,0.18376,-3.8934,-4.7215,-3.9305,-4.4808,-4.2146,-1.4848,2.2789,4.629,3.8272,1.1212,-1.5366,-2.9797,-1.4467,1.7187,2.9391,2.5594,1.3157,-1.5154,-3.5486,-3.6278,-3.3736,-2.9223,-1.7402,-0.33698,0.71256,1.3332,-0.56771,-4.3062,-5.2539,-2.5641,2.5011,7.5819,8.0855,3.8225,0.15574,-1.2586,-2.9856,-3.7776,-1.1912,2.3889,3.0596,1.2368,-0.042427,-0.14525,-0.77021,-2.1696,-2.3489,-0.13353,2.8958,4.2957,3.6829,1.0045,-2.5,-4.4144,-5.4547,-6.5761,-6.9767,-5.4193,-0.40088,5.2264,6.2447,3.6557,0.77371,-1.3401,-2.0605,-2.0392,-1.627,0.068541,1.9739,2.3284,1.5499,1.1114,1.9717,3.2085,3.0399,1.3612,-0.83765,-3.5126,-5.8853,-5.824,-3.2852,-0.47817,1.2295,3.186,6.6381,8.9478,7.3242,2.5373,-3.6146,-2.611,-2.2151,-3.3213,-3.7186,-1.8932,0.94474,3.6021,5.0748,3.5129,-0.56963,-3.0269,-1.8591,0.52665,1.6039,0.4567,-2.3755,-5.0675,-6.0755,-4.6205,-2.0456
0.10997,0.2552,0.34891,0.85901,1.9267,2.4007,1.6982,0.39073,-0.8643,-1.3172,-0.8201,-0.041194,0.10374,-0.61603,-0.75408,0.27141,0.10087,-1.6295,-1.9485,-0.62982,0.33506,0.64253,0.80419,1.2392,1.5902,1.4938,1.4851,0.9631,-2.3787,-2.9449,-2.6759,-2.06,-1.5602,-1.294,-1.2246,-0.95575,-0.12342,0.90104,1.9115,2.8373,3.4923,3.2574,1.4289,-1.0144,-2.4786,-2.824,-2.6203,-2.2248,-1.7278,-0.96834,0.31221,1.5809,1.8115,1.0519,-0.0011888,-0.80574,-1.2808,-0.96591,-0.016123,0.50203,0.46789,0.022287,-0.48501,-0.98543,-1.8553,-2.205,-0.96113,1.4375,3.307,3.3727,2.4519,1.2008,-0.3831,-1.8846,-2.9046,-2.0609,0.23562,1.7655,1.6161,-0.17279,-1.7845,-1.7272,-0.23358,1.7574,2.2885,1.4238,0.62945,-0.15778,-0.92964,-1.2954,-1.1,-0.37452,0.51371,0.84494,0.54856,0.53202,0.55617,0.14758,-0.23147,-0.71742,-1.3871,-1.5719,-1.5356,-1.9884,-2.3705,-2.2886,-1.4638,0.57068,2.1023,1.8452,1.4537,1.8397,1.4557,-0.44847,-1.6836,-1.1048,-0.40097,-0.57308,-1.0664,-1.1686,-1.0445,-1.1824,-1.1689,-0.55293,0.48001,1.407,1.3927,0.6561,0.59339,1.059,0.85299,0.54457,0.36012,-0.50032,-1.2725,-0.94191,0.38014,1.2088,0.28008,-1.2395,-2.1882,-2.5867,-2.3869,-1.8979,-1.2352,-0.41737,0.2311,0.81455,1.33,1.4771,1.2246,0.86585,0.77451,0.57455,-0.12211,-0.69011,-0.87655,-0.84883,-1.0111,-1.8059,-2.2204,-1.5366,-0.73535,-0.07782,0.88372,1.7402,2.1723,2.336,2.0258,1.0501,-0.012003,-0.6785,-0.94889,-1.1966,-0.99945,0.6135,1.7139,0.81361,-1.2686,-2.0167,-1.0151,0.43632,1.7182,1.9969,0.55688,-1.242,-0.7505,1.2009,1.6366,0.75545,-0.44001,-1.6533,-2.2831,-1.9626,-1.3023
-1.7649,-1.7806,-1.2502,-1.0267,0.0031058,1.0831,1.3038,1.1591,0.53253,-1.1234,-1.8463,-0.67561,-0.34912,-0.54406,-0.72233,-1.1799,-0.18388,1.5506,1.095,-1.0092,-2.3125,-2.9566,-3.4721,-2.4352,-0.18832,0.41219,-0.57482,-1.5123,-3.6576,-1.5231,0.70045,0.92468,0.88116,1.3617,1.5639,0.85478,-0.33393,-0.87246,-0.5318,-0.45273,-0.25215,0.54303,0.91629,0.91736,0.69683,0.38882,-0.12048,-0.56501,-0.98794,-1.8712,-2.8612,-3.6799,-3.7125,-3.0637,-1.5865,0.43638,1.5261,0.72328,-0.95792,-1.7871,-1.685,-1.4146,-1.0085,0.17887,1.1225,0.97859,0.39096,-0.31433,-1.0869,-1.2174,-0.72489,-1.1019,-2.0485,-2.0379,-1.4139,-1.4921,-1.765,-1.6134,-1.7939,-1.7108,-0.43283,0.65911,-0.12641,-1.3935,-0.74202,1.3317,2.5256,2.0476,0.68626,-0.64319,-1.1192,-1.0288,-1.441,-2.8154,-3.343,-2.1628,-2.0469,-3.1877,-3.4236,-2.3501,-1.1917,-1.387,-1.9702,-1.2766,0.83268,3.0942,3.361,1.0517,-1.4646,-1.9882,-2.0658,-2.958,-2.3418,-0.074435,1.0657,1.1359,0.77075,-0.37725,-1.2206,-1.0472,-0.3735,-0.46056,-1.5302,-2.7569,-4.2198,-4.6389,-2.7631,-0.7925,-1.2286,-3.3564,-4.061,-2.0452,0.81812,2.335,2.3436,1.5847,-0.26058,-2.0209,-1.6768,0.36544,1.9869,1.183,-0.76388,-0.81003,0.2963,0.87277,0.95688,-0.37819,-2.3342,-3.0587,-2.6953,-1.7971,-1.0938,-1.178,-1.954,-3.3713,-4.5214,-3.8632,-2.9451,-3.0501,-2.442,-0.78279,0.33739,0.27708,-1.0095,-2.7838,-2.8326,-1.4674,-0.53661,0.13205,0.90847,-0.083195,-2.247,-2.4242,0.24809,0.085195,-1.3774,-1.5194,0.44057,2.3371,2.584,0.45438,-2.9103,-4.5014,-3.7341,-2.0327,-0.36229,1.1471,2.1829,2.1893,2.4593,3.8017,4.6091,3.9575,2.2296
0.069429,-0.40657,-0.35819,-0.088061,-0.94663,-3.0513,-5.0424,-6.0571,-6.8586,-7.1151,-5.3738,-0.79361,3.5865,4.6619,4.6894,4.8091,4.0484,2.2868,0.11118,-0.085204,1.3675,2.5238,2.0714,-1.0017,-3.6757,-4.3281,-3.5577,-1.2094,-0.68451,-2.4838,-3.373,-3.663,-3.7099,-2.8627,-0.63506,1.8219,2.0232,1.1827,1.1057,1.1692,0.841,0.47045,-0.38036,-2.4865,-3.2833,-2.6401,-2.3041,-1.5411,-1.1422,-0.93533,-0.18522,0.067557,-0.037756,-0.52448,-1.2667,-1.1785,0.019562,1.2081,1.4061,1.296,1.1929,0.030825,-2.6326,-4.7912,-5.1087,-4.3506,-2.2711,-0.15163,-0.46752,-1.6943,-1.9833,-2.0655,-1.8796,-0.76965,0.67527,2.304,4.711,6.2126,4.6977,0.088344,-3.9719,-4.0067,-2.1568,-1.1366,-1.5779,-3.6228,-5.7178,-4.8412,-2.1397,-1.185,-1.3187,-0.073476,2.034,2.5059,1.4157,0.041103,-1.0511,-1.0393,0.037781,1.2922,1.5265,0.39922,-1.1447,-3.1551,-4.6184,-4.2002,-4.1975,-5.2942,-5.4385,-4.3128,-2.3194,-0.52243,-0.25641,0.096584,1.3269,1.8051,2.8588,4.889,4.8269,1.7038,-1.6053,-2.837,-3.052,-2.0216,0.84327,2.7709,1.5388,-1.6817,-4.2489,-4.4494,-3.2861,-2.9866,-3.0896,-1.7642,0.88277,2.2638,0.91249,-1.3551,-3.4323,-4.5368,-4.9994,-5.7839,-5.6056,-4.4457,-1.9887,0.59016,1.1716,0.76064,-0.23981,-0.89827,0.51929,2.7485,2.8262,1.4607,0.70221,0.31978,-0.056102,-0.419,-0.52943,-0.57458,-1.0694,-1.8945,-2.5228,-2.8709,-2.975,-2.3423,-0.66626,0.9771,1.3434,1.8307,3.4735,3.5903,0.51451,-3.7171,-4.3998,-3.1706,-3.1395,-3.6139,-4.2219,-3.6753,-1.1829,1.7278,3.2507,2.5371,-0.20265,-2.2649,-1.8651,-0.70785,0.13051,0.55544,-0.77207,-2.8217,-2.2426,-0.22309,-0.96006
0.97339,1.4305,1.3724,0.63116,0.056082,-0.52743,-1.7044,-2.4846,-2.3969,-1.8172,-1.536,-1.5042,-1.1845,-1.1793,-1.2732,-0.039929,0.93294,-0.44547,-1.9468,-1.71,-0.74266,-0.29764,-0.44329,0.076284,1.2364,1.3877,0.9581,0.89658,-0.57226,0.097978,1.2176,1.9708,2.3199,1.9129,0.62818,-0.14842,-0.007826,-0.43684,-1.6773,-2.8655,-2.4104,-0.46044,1.3584,2.6067,2.2332,-0.030932,-2.3793,-3.2533,-2.6153,-1.4808,-1.2746,-1.4232,-0.66213,-0.056777,0.26555,1.1112,1.6674,1.0571,-0.34666,-1.755,-2.8749,-2.9679,-1.4626,0.1825,0.76864,0.17711,-0.71734,-0.27699,0.12355,-1.3704,-2.1662,-0.41429,1.0794,0.84611,0.5545,0.95794,1.0696,0.089706,-0.67943,-0.025147,0.83322,0.48195,-0.72655,-1.7949,-1.9351,-0.63194,0.96207,0.86853,-0.61841,-1.9747,-2.5366,-1.8693,-0.98863,-1.0419,-1.3633,-0.86115,0.35338,1.0376,0.95968,0.68468,0.21502,-0.6916,-1.6696,-1.3666,0.14411,0.69786,0.18275,-0.063707,0.042401,0.31286,-0.15766,-1.3228,-1.1708,-1.1392,-2.5415,-2.3027,-0.61768,0.23224,0.56133,0.89821,0.74945,-0.096591,-0.46176,-0.81772,-1.8628,-1.8451,-0.34177,0.43193,-0.49637,-1.6256,-1.6737,-0.57038,0.75419,1.3068,0.31483,-1.6365,-2.4894,-1.2222,0.896,2.284,2.7074,1.9066,0.35871,-0.54303,-0.91069,-1.2948,-1.3185,-1.2118,-1.7814,-2.722,-2.2557,-0.17272,1.4479,1.1731,-0.35651,-1.5565,-1.5406,-0.16901,1.0935,1.0368,-0.042539,-1.9805,-3.3953,-3.275,-2.0802,-0.48332,0.40982,0.58714,0.82777,1.3612,1.0157,-0.13584,-0.55087,-0.72354,-0.63077,-1.2285,-1.6963,-1.2854,-0.24798,0.53739,0.68263,0.061198,-0.84575,-0.71516,0.181,-0.4475,-1.5556,-0.42838,0.87815,1.0188,1.601,3.0292,4.5084,4.6808,2.7502
