-0.88411,-1.1623,-0.48337,0.14656,0.018829,-0.2753,0.1301,0.94888,1.2781,0.8858,0.15253,-0.44852,-0.79657,-0.8182,-0.65349,-0.50639,-0.38682,-0.43299,-0.69639,-0.71199,-0.48582,-0.46702,-0.54713,-0.46747,-0.2366,-0.29175,-0.52974,-0.37501,-0.029376,0.02378,-0.092236,-0.19488,-0.33713,-0.083052,0.2842,0.16782,0.17425,0.33956,0.20037,-0.11324,-0.43151,-0.51749,-0.49984,-0.4224,-0.13142,-0.1064,-0.61995,-0.88976,-0.37227,0.32524,0.63526,0.81289,1.3801,1.8289,1.3121,0.017698,-1.2123,-1.6657,-1.2085,0.080252,1.0774,0.82469,0.41019,0.2863,-0.25187,-0.53196,0.085363,0.36377,0.11979,0.27557,0.43847,0.21706,-0.43407,-1.2201,-1.3776,-1.0611,-1.1002,-1.2465,-0.75571,-0.15894,0.12463,0.071839,-0.26655,-0.090174,0.58965,1.1288,1.2431,0.7325,0.01535,-0.47052,-0.38437,0.23095,0.3997,-0.23987,-0.88203,-0.66859,-0.074489,-0.087749,-0.38232,-0.31814,-0.33569,-0.98569,-1.5439,-1.1941,-0.38312,0.17504,0.32012,0.41034,1.0074,0.69046,-0.27772,-0.70977,-0.64764,-0.60002,-0.75169,-1.2633,-1.2915,-0.77751,-0.52529,-0.35669,0.076346,0.53471,0.73369,0.44835,-0.10929,-0.1481,0.66117,1.6639,2.0293,1.5655,0.64052,-0.13395,-0.5591,-0.96659,-1.2259,-1.2198,-0.99817,-0.526,-0.36618,-0.62175,-0.55463,-0.28931,-0.3769,-0.39354,-0.13935,0.061905,0.56461,1.3573,1.3666
-0.16671,-0.35495,-0.66905,-0.8749,-1.0066,-0.73819,0.16329,1.0196,1.3589,1.4681,1.2659,0.49328,-0.066359,0.08558,0.26217,0.10502,-0.22336,-0.41698,-0.43887,-0.39081,-0.29487,-0.50701,-0.72404,-0.61551,-0.58257,-0.54461,-0.39881,-0.38742,-0.4252,-0.31218,-0.19945,-0.050697,0.33741,0.74134,0.79476,0.20323,-0.53055,-0.85768,-0.81292,-0.39493,-0.12443,-0.18271,-0.042519,0.14027,-0.039501,-0.36489,-0.71207,-0.65627,0.013104,0.36452,0.16334,-0.050653,0.13389,0.56612,0.4072,-0.61875,-1.6503,-1.2135,-0.54675,0.27048,0.78054,0.62122,0.7423,1.203,0.7575,-0.070411,-0.27422,-0.35932,-0.37714,-0.11415,-0.16133,-0.39793,-0.49117,-0.5473,-0.72013,-1.1099,-1.3533,-1.0388,-0.2992,0.33149,0.34588,-0.27953,-0.72034,-0.54862,-0.062611,0.31596,0.19102,-0.23753,-0.22482,0.25525,0.34401,-0.1704,-0.64494,-0.65605,-0.36361,0.37988,1.2822,1.4387,0.84164,0.2108,-0.080148,-0.41404,-0.60326,-0.45156,-0.66063,-1.0097,-0.66659,0.17619,0.60346,0.59201,0.53881,0.5497,0.58013,0.38844,-0.10146,-1.3154,-2.231,-1.5658,-0.59706,-0.1488,0.43577,1.0742,1.3114,0.81485,-0.24572,-0.82082,-0.48,0.008168,0.19807,0.22507,0.18266,-0.14041,-0.74744,-1.103,-0.86721,-0.3031,0.16998,0.55533,0.73176,0.41094,-0.056753,-0.2831,-0.43405,-0.38315,0.28139,1.0735,1.3896,1.4625,1.141
-0.46101,-1.137,-1.013,-0.32695,-0.36485,-0.7718,-0.64819,-0.4182,-0.07548,0.48352,0.48447,0.047032,-0.15938,0.16961,0.33723,-0.19958,-0.25885,0.39184,0.57225,0.39152,0.31194,0.090378,-0.25859,-0.55119,-0.77181,-0.97167,-1.1076,-1.3445,-1.1119,-0.071938,0.34301,0.14483,0.048772,-0.48165,-0.81317,-0.56353,-0.45312,-0.18966,0.22698,0.15627,-0.047227,0.065904,0.38205,0.9113,1.5198,1.4154,0.67965,0.16787,-0.35163,-0.91529,-1.2883,-1.5105,-0.93519,0.035043,0.12175,-0.30095,-0.19376,1.0547,0.70182,0.29134,0.16628,-0.25593,-0.81271,-0.92463,-0.48089,0.16499,0.42622,0.3227,0.087613,-0.24953,-0.51418,-0.41641,-0.36089,-0.73991,-0.77455,-0.39053,-0.094625,0.2155,0.45714,0.3375,-0.022254,-0.10803,0.10333,0.22577,0.33733,0.44553,0.45835,0.35281,0.13826,-0.061953,-0.070918,0.29841,0.3546,-0.30289,-0.64691,-0.46719,-0.55367,-0.40432,0.21245,0.36249,-0.21293,-1.2018,-1.7412,-1.1628,-0.20812,0.08846,-0.16894,-0.21967,0.53721,0.67709,0.88741,1.1164,0.82059,0.6733,0.78334,0.16756,-0.68114,-1.0665,-0.81372,-0.30279,-0.32313,-0.3532,0.18449,0.62076,0.84143,0.83457,0.53256,0.66621,0.80277,0.23488,-0.61863,-1.2573,-1.5436,-1.5199,-1.1403,-0.44537,-0.28632,-0.91958,-1.1776,-1.0024,-0.58469,0.16905,0.29324,-0.11839,0.035909,0.5212,0.61814,0.50398,0.35501
-1.0221,-2.0349,-2.3464,-1.6654,-0.96009,-0.86006,0.022501,2.531,4.7738,5.3504,3.9902,1.1366,-1.2548,-2.0775,-2.1939,-2.8146,-3.2444,-2.4226,-1.4106,-0.97197,-0.70889,-0.36706,0.45615,1.2173,1.2354,0.67005,-0.50164,-1.7247,-2.3756,-2.4502,-1.9849,-1.2455,-0.74539,-0.30076,-0.0066877,-0.41377,-0.52011,0.31074,1.2339,2.6026,3.8401,3.3471,2.1687,1.5768,0.87507,-0.86689,-2.5236,-2.4952,-1.6329,-0.99873,-0.40339,0.59883,1.9249,2.3414,1.5397,0.71027,-0.044097,-1.5839,-0.8349,0.25563,-0.077959,-1.1839,-0.7714,0.059283,-0.20539,-0.020879,0.85027,0.62628,-0.56324,-1.0845,-0.5302,0.48969,0.65353,-0.12458,0.0097789,0.67826,0.32857,-0.39019,-0.72234,-1.0678,-1.5828,-1.6026,-0.83813,-0.03266,0.81144,1.9869,2.6135,1.8794,0.4589,0.064256,0.6018,0.30623,-0.84604,-1.8953,-2.0996,-1.565,-1.6482,-2.3059,-2.2421,-1.2568,-0.56202,-0.27675,0.26541,0.37573,0.59236,1.5137,1.9775,1.8319,0.77118,-0.39661,-1.5001,-2.0276,-2.4818,-2.6947,-2.2134,-1.7711,-1.4423,-0.54576,0.38007,0.76833,1.2743,1.7234,1.1935,0.2162,-0.37892,-0.43441,1.0034,3.6655,5.4445,5.2219,3.2418,0.70918,-0.94487,-1.3316,-1.2105,-1.3923,-1.8774,-2.2916,-2.4188,-2.0323,-1.0334,-0.31083,-1.2064,-2.5752,-2.3445,-0.87159,0.95817,2.6389,2.8926
0.33408,0.21966,0.059488,0.18047,0.004112,-0.60978,-0.45193,1.1056,2.8493,3.4107,2.5001,1.0461,0.11431,-0.33807,-0.28388,0.59587,1.5538,1.4361,0.50075,-0.19575,-0.78626,-1.7731,-2.3109,-2.0731,-1.6999,-0.91027,0.56358,2.0759,3.1333,3.3599,2.5023,1.164,-0.0050446,-0.40258,0.17536,0.54352,0.64426,0.67492,0.12272,-0.073735,0.14352,0.041972,-0.41183,-0.67741,-0.5266,-0.55287,-0.8261,-0.903,-0.46236,0.1294,0.68253,1.4005,1.5563,0.45475,-1.0741,-1.858,-1.6477,-0.33082,-0.1885,0.30576,0.69724,0.63159,1.4655,2.7006,2.0032,0.071398,-0.74623,-0.61366,-0.14312,0.85058,1.7012,2.0214,1.9044,1.3018,0.43547,-0.59972,-1.3588,-1.0471,0.22554,1.4707,1.331,-0.54969,-2.2432,-1.9461,-0.53515,0.61853,1.0496,0.28098,-0.68575,-0.3358,0.53759,0.14717,-1.2711,-1.8883,-0.90697,1.2076,3.3536,4.4145,4.1199,3.402,2.8384,1.929,0.77884,-0.42611,-1.9819,-3.137,-2.522,-0.85266,0.29792,0.51688,0.73652,1.0665,1.2781,1.2155,0.51944,-0.52544,-0.82394,-0.4177,-0.082383,0.29289,1.1012,1.8047,1.7763,1.2016,0.243,-1.0134,-1.8209,-2.3018,-2.9648,-2.7871,-1.5546,-0.70273,-0.5112,-0.037657,0.28404,-0.12452,0.13804,1.3157,1.7212,0.97617,0.053725,-0.48359,-0.57725,-0.15852,0.56687,1.0183,1.3118,1.7372,1.868
-0.50375,-0.6864,-0.43581,-0.43744,-0.931,-0.89772,-0.35009,-0.045421,0.23687,0.5764,0.6996,0.6779,0.55909,0.40633,0.49515,0.94085,1.0477,0.45359,-0.37308,-0.65695,-0.27595,-0.16617,-0.13363,-0.13349,-0.7174,-1.0554,-0.63624,0.0068263,0.46707,0.59599,0.33818,0.20474,0.88843,1.4074,0.88467,0.13328,-0.18651,-0.11713,-0.24681,-0.40534,-0.14981,-0.073676,-0.69844,-1.2052,-0.85217,-0.50613,-0.50908,-0.15479,0.47625,0.32685,-0.61423,-0.95801,0.0089264,1.3619,1.488,-0.027961,-1.7022,-1.3414,-0.7153,0.2026,0.86534,0.28343,-0.60854,-0.98946,-1.0907,-0.68077,0.01534,0.14186,0.17764,0.73128,1.2194,1.2674,0.68307,-0.19822,-1.0762,-1.6938,-1.439,-0.75189,0.014486,0.98619,1.5922,1.1219,-0.02104,-0.93038,-1.1638,-0.9295,-0.93264,-1.1402,-0.88429,-0.26847,0.096268,-0.019683,-0.29996,-0.25969,0.16314,1.0009,1.9989,2.4823,1.91,0.98653,0.83146,0.94482,1.0478,1.0746,0.47089,-0.46138,-1.1423,-1.4128,-1.9708,-1.9761,-1.3224,-0.091239,0.62156,0.4699,0.18053,-0.20867,-0.34939,0.11901,0.35691,0.42284,0.8411,0.96569,0.75087,0.83867,0.82644,0.092259,-0.94994,-1.6309,-1.7299,-1.2233,-0.44878,-0.42182,-1.2628,-1.5761,-1.069,-0.31436,1.0336,2.6852,3.1156,2.0253,0.57253,-0.79768,-1.5879,-1.184,-0.19617,0.12591,-0.097864,0.12038,0.30717
-0.47703,-0.85136,-1.2043,-0.80535,-0.10138,0.56276,1.4139,1.9846,2.2366,2.5141,2.2993,1.2418,-0.034493,-0.74055,-0.95389,-0.95153,-0.7318,-0.71078,-1.026,-1.4901,-1.9407,-2.4158,-2.468,-1.438,-0.10426,0.41942,0.0066902,-0.54616,-0.42819,0.17745,0.47901,0.26117,-0.15056,-0.40443,-0.47722,-0.67391,-0.50158,0.047465,0.48655,0.92054,1.0423,0.81543,0.48953,0.2014,0.32586,0.37727,-0.040113,-0.32527,-0.41313,-0.24574,0.2938,1.0203,1.9659,2.5924,1.6929,-0.47056,-2.1255,-1.7019,-0.5389,0.42833,0.83039,0.41499,-0.24742,-0.55381,-0.82737,-0.6851,0.081132,-0.12062,-1.0613,-0.86549,0.23158,1.2044,1.4765,0.80574,-0.020405,-0.35404,-0.48652,-0.29025,-0.030852,-0.37665,-1.0215,-1.3048,-0.85835,0.26388,1.7208,2.4439,1.7245,0.38034,-0.45982,-0.78948,-1.3184,-1.7489,-1.3245,-0.33009,0.58493,1.1961,1.2636,0.83414,0.26941,0.056036,0.016477,-0.46657,-0.94468,-1.0216,-0.68887,0.0046329,0.84985,1.5139,0.8289,-0.16563,-0.48588,-0.051916,0.092966,-0.4493,-1.5016,-2.6058,-2.9123,-2.2907,-1.302,-0.37773,0.28864,0.89284,1.0789,0.51923,-0.077724,-0.34798,0.25547,1.8404,2.7663,2.3682,1.2344,-0.19796,-1.1641,-1.3465,-0.85889,0.030506,0.55007,0.31376,-0.3343,-1.1702,-1.5821,-1.4094,-1.6851,-1.718,-0.62195,0.71867,1.6416,1.9419,1.3728
-0.76861,-1.0967,-0.85421,-0.36339,-0.1457,0.040504,0.58925,1.0561,0.82068,0.47252,0.5661,0.42955,-0.47307,-1.458,-1.9591,-2.2307,-2.4192,-2.078,-0.94543,-0.02928,0.034189,-0.12857,-0.25152,-0.42131,-0.52245,-0.66928,-0.70351,-0.17546,0.65164,1.1063,0.72317,-0.35143,-0.85227,-0.39382,-0.17211,-0.19652,0.067665,0.27208,0.25742,0.056672,-0.4691,-0.83268,-0.7683,-0.58961,-0.46868,-0.58979,-0.84939,-1.0018,-0.92811,-0.74135,-0.45304,-0.0042445,0.77723,1.6386,1.9043,1.1707,-0.20991,-1.1729,-0.56499,0.15448,0.44151,0.16726,-0.21359,-0.28007,-0.48098,-0.76262,-0.63893,-0.401,0.073464,0.74383,0.64064,-0.23192,-1.0656,-1.3356,-1.0762,-0.47747,-0.16203,-0.59877,-0.73897,-0.4226,-0.70286,-1.38,-1.5408,-1.1225,-0.56407,0.10917,0.78434,1.0013,0.8013,0.63623,0.47003,0.29553,0.33991,0.22313,-0.20867,-0.63882,-1.0676,-1.5227,-1.6299,-1.2896,-0.76083,-0.33843,-0.51589,-0.63094,0.041466,0.85142,1.1937,1.0079,0.1534,0.07291,-0.16365,-0.76421,-1.2979,-1.2084,-0.64717,-0.40317,-0.48889,-0.5337,-0.8592,-1.1597,-0.73063,-0.39051,-0.54681,-0.44974,-0.25844,-0.19949,0.52451,1.6464,1.8009,1.1037,0.54382,0.40864,0.31168,0.095174,0.13445,0.25785,0.1852,0.05919,-0.43301,-1.197,-1.5953,-1.7055,-1.6642,-0.85283,0.49129,0.97687,0.90764,1.3621,1.4357
0.18607,0.1283,0.0099022,0.06204,0.094477,-0.0049376,0.2631,1.2205,2.0301,2.0686,1.4608,0.60868,-0.13861,-0.78979,-0.91663,-0.40676,0.07794,-0.14011,-0.61942,-0.68306,-0.8487,-1.2882,-1.5491,-1.2859,-0.81571,-0.53472,0.13724,1.4939,2.7832,3.1351,2.5362,1.457,0.31622,-0.19081,0.14398,0.57239,0.80951,0.77896,0.47693,0.39536,0.13659,-0.50453,-0.80242,-0.45399,-0.12784,-0.36051,-0.59282,-0.53796,-0.40828,-0.45454,-0.69038,-0.43961,0.17363,0.037541,-0.49722,-0.3114,0.17529,-0.027306,-0.30567,-0.21182,-0.019228,0.2748,1.2395,2.099,1.8118,0.68129,-0.34148,-0.53291,-0.20476,0.11243,0.58794,1.1503,1.4538,1.2862,0.69333,-0.027836,-0.55542,-0.37657,0.51764,1.0752,0.27,-1.4085,-2.2336,-1.325,-0.065832,0.44839,0.58057,0.23636,-0.30793,-0.23708,0.54765,0.89932,0.029021,-0.92174,-0.80798,-0.16047,0.23768,0.70226,1.2338,1.5265,1.5203,1.016,0.25697,-0.59376,-1.1343,-0.94955,-0.51155,-0.031445,0.72381,0.99826,1.0387,0.7407,0.33182,0.088067,-0.0091112,0.1247,0.1671,-0.23244,-0.68996,-1.1323,-1.2961,-0.75211,0.12972,0.67508,0.49838,0.095864,0.013603,-0.24758,-0.86948,-0.95975,-0.23078,0.66418,1.3451,1.6517,1.3686,0.64804,0.39969,0.68658,0.35136,-0.45566,-0.9562,-1.2207,-1.0497,-0.4366,-0.17491,-0.25395,0.1774,1.052,1.5344
0.37306,0.1024,-0.2607,-0.57734,-1.0792,-1.1554,-0.30795,0.37946,0.43755,0.33701,0.26128,0.34522,0.30614,0.18371,0.30528,0.57276,0.50041,0.012076,-0.38175,-0.55271,-0.42436,-0.28119,-0.26982,-0.15814,-0.32594,-0.56445,-0.15098,0.69887,1.563,1.8522,0.90577,-0.54474,-1.3544,-1.7677,-1.8966,-1.3972,-0.66391,0.019429,0.4866,0.97282,1.4516,1.2165,0.50438,-0.06128,-0.067401,0.40734,0.5602,0.28748,0.29003,0.55241,0.62389,0.45848,0.54436,1.0354,0.43436,-1.1823,-1.7136,-0.19183,0.18568,0.21249,0.21545,0.083792,0.23812,1.0822,1.554,1.0874,0.48942,-0.19125,-0.70382,-0.22335,0.69838,0.81935,-0.24656,-1.5425,-2.2088,-1.8078,-0.52065,0.52561,0.67165,0.29521,-0.04842,-0.62989,-1.2487,-1.3156,-0.82212,-0.08897,0.41318,0.4133,-0.029103,-0.37856,-0.14781,0.095389,-0.32357,-0.81681,-0.64102,0.099019,0.94885,1.5387,1.373,0.80021,0.42802,-0.24623,-0.90071,-0.81152,-0.283,0.58988,1.7153,1.8578,-0.60293,-0.69415,-0.085575,0.91196,1.3999,1.0867,0.33419,-0.75559,-1.5771,-1.3087,-0.51471,0.24513,1.1896,1.6672,1.5543,1.6939,1.9692,1.647,0.22995,-1.956,-3.3749,-2.6743,-0.90296,-0.095137,0.023243,0.023198,-0.18929,0.021998,0.19783,-0.23817,-0.74445,-1.3266,-1.3492,-0.68382,-0.56109,-0.35096,0.62362,1.275,1.1119,0.95835,1.0275
