1,1,1
2,2,12
3,3,11
4,4,1
5,5,2
6,6,1
7,7,3
8,9,2
9,10,3
10,11,12
11,12,13
12,18,15
13,19,15
14,69,15
15,74,1
16,81,16
17,85,16
18,94,4
19,95,4
20,103,4
21,105,4
22,116,2
23,119,2
24,162,14
25,163,14
26,168,16
27,170,14
28,1382,13
29,1670,2
30,1721,1
31,1730,1
32,1735,9
33,1736,9
34,1740,9
35,1751,10
36,1754,12
37,1764,12
38,1769,7
39,1778,1
40,1783,9
41,1786,3
42,1792,3
43,1797,8
44,1798,8
45,1803,8
46,1810,8
47,1811,8
48,1930,9
49,2025,9
50,2165,1
51,2180,9
52,2417,3
53,2452,9
54,2536,9
55,2570,3
56,2584,9
57,3376,3
58,3400,9
59,3402,9
60,3406,9
61,3415,10
62,3416,17
63,3430,12
64,3435,10
65,3436,10
66,3444,10
67,3445,17
68,3449,17
69,3458,17
70,3466,12
71,3467,9
72,3469,9
73,3471,9
74,3520,12
75,3525,17
76,3557,9
77,3561,9
78,3692,17
79,3712,9
80,3737,17
81,3921,9
82,3938,17
83,3980,0
84,4483,12
85,4542,1
86,4543,12
87,4759,12
88,4895,12
89,5033,10
90,5040,10
91,5045,10
92,5052,10
93,5054,10
94,5055,10
95,5069,2
96,5070,2
97,5077,2
98,5100,3
99,5105,3
100,5109,10
101,5114,9
102,5119,9
103,5125,3
104,5132,1
105,5158,10
106,5272,10
107,5280,10
108,5434,10
109,5472,10
110,5559,10
111,5662,10
112,5677,10
113,5679,9
114,5750,12
115,5800,10
116,5842,10
117,5984,10
118,6026,10
119,6062,10
120,6256,10
121,6368,10
122,6682,6
123,6685,10
124,6691,6
125,6705,3
126,6708,3
127,6712,3
128,6716,5
129,6725,3
130,6734,11
131,6745,11
132,6748,10
133,6751,10
134,6759,3
135,6763,3
136,6765,10
137,6770,3
138,6774,3
139,6778,3
140,6781,3
141,6890,5
142,6923,3
143,6927,6
144,6931,3
145,6959,10
146,6980,3
147,7185,10
148,7284,10
149,7308,3
150,7471,10
151,7485,3
152,7559,10
153,7611,3
154,7618,6
155,7678,10
156,7914,10
157,7918,3
158,8064,10
159,8332,1
160,8342,7
161,8352,12
162,8358,16
163,8364,9
164,8381,7
165,8390,3
166,8391,7
167,8393,9
168,8402,9
169,8405,12
170,8412,12
171,8415,12
172,8418,12
173,8421,12
174,8426,12
175,8431,12
176,8432,12
177,8443,7
178,8446,7
179,8453,1
180,8456,7
181,8468,9
182,8472,12
183,8473,7
184,8479,12
185,8484,12
186,8486,12
187,8537,9
188,8722,9
189,8735,12
190,8833,12
191,8850,7
192,8868,3
193,9146,12
194,9182,9
195,9194,9
196,9212,7
197,9278,7
198,9341,12
199,9358,7
200,9421,12
201,9494,12
202,9610,12
203,9749,12
204,9776,12
205,10043,12
206,10050,9
207,10051,9
208,10055,9
209,10067,0
210,10076,14
211,10077,12
212,10093,5
213,10103,7
214,10108,7
215,10113,3
216,10117,9
217,10123,9
218,10125,9
219,10135,12
220,10136,12
221,10152,3
222,10156,3
223,10166,1
224,10169,0
225,10178,1
226,10181,9
227,10187,14
228,10193,13
229,10377,12
230,10404,9
231,10562,9
232,10601,9
233,10643,9
234,10688,9
235,10731,9
236,10954,3
237,11271,3
238,11303,3
