1,1,1
2,2,17
3,3,11
4,4,7
5,5,2
6,6,3
7,7,5
8,9,12
9,10,1
10,11,12
11,12,12
12,17,15
13,21,15
14,77,15
15,80,15
16,85,16
17,89,12
18,93,12
19,102,12
20,107,12
21,118,12
22,162,12
23,163,16
24,164,12
25,168,12
26,174,14
27,821,16
28,1230,12
29,1353,0
30,1379,12
31,1723,1
32,1726,9
33,1728,3
34,1734,3
35,1739,9
36,1740,9
37,1748,9
38,1749,9
39,1752,17
40,1754,17
41,1762,7
42,1769,7
43,1786,3
44,1789,5
45,1798,8
46,1799,8
47,1804,12
48,1805,8
49,1812,8
50,1983,3
51,2029,9
52,2278,17
53,2328,12
54,2358,5
55,2400,5
56,2663,8
57,3381,1
58,3391,1
59,3394,14
60,3397,9
61,3405,6
62,3408,17
63,3413,17
64,3420,3
65,3434,0
66,3437,17
67,3440,17
68,3444,17
69,3453,17
70,3461,17
71,3463,17
72,3478,17
73,3481,7
74,3665,9
75,3666,9
76,3765,9
77,3835,5
78,3871,9
79,3908,3
80,3932,14
81,4008,2
82,4084,3
83,4180,9
84,4237,17
85,4250,9
86,4259,3
87,4308,17
88,4378,10
89,4403,17
90,4470,9
91,4586,0
92,4625,10
93,4636,17
94,4732,10
95,4842,6
96,4897,11
97,4911,7
98,5031,17
99,5039,17
100,5044,17
101,5045,10
102,5047,10
103,5054,10
104,5055,10
105,5060,10
106,5071,11
107,5094,10
108,5098,5
109,5103,5
110,5110,5
111,5124,3
112,5126,16
113,5150,17
114,5381,10
115,5429,10
116,5441,10
117,5637,6
118,5663,17
119,5721,6
120,5756,6
121,5761,6
122,5827,17
123,5839,6
124,5868,17
125,5915,10
126,6068,6
127,6169,6
128,6185,17
129,6224,6
130,6513,5
131,6685,17
132,6692,6
133,6694,6
134,6697,5
135,6703,5
136,6706,5
137,6711,5
138,6717,5
139,6736,11
140,6742,11
141,6743,11
142,6751,10
143,6755,10
144,6758,5
145,6759,5
146,6763,6
147,6772,5
148,6779,3
149,6866,6
150,6893,3
151,6964,6
152,7031,5
153,7161,17
154,7222,6
155,7310,10
156,7533,5
157,7559,10
158,7677,10
159,7721,6
160,7744,17
161,7754,10
162,7928,9
163,8044,10
164,8061,9
165,8150,11
166,8331,16
167,8335,16
168,8337,1
169,8343,1
170,8346,7
171,8353,7
172,8357,7
173,8361,7
174,8367,7
175,8371,7
176,8377,7
177,8392,7
178,8400,5
179,8406,3
180,8407,8
181,8414,17
182,8415,17
183,8448,7
184,8454,7
185,8465,7
186,8474,12
187,8480,12
188,8512,1
189,8542,7
190,8544,7
191,8556,16
192,8639,7
193,8734,7
194,8827,7
195,8829,12
196,9115,12
197,9183,8
198,9239,7
199,9383,12
200,9420,12
201,9450,12
202,9494,12
203,9591,12
204,9618,12
205,10041,12
206,10045,12
207,10053,12
208,10065,12
209,10095,3
210,10102,3
211,10108,12
212,10110,7
213,10114,1
214,10117,1
215,10122,12
216,10123,12
217,10125,12
218,10132,12
219,10137,12
220,10153,3
221,10159,16
222,10167,1
223,10174,7
224,10178,12
225,10188,1
226,10242,12
227,10291,12
228,10300,0
229,10534,12
230,10574,12
231,10684,12
232,10691,8
233,10695,8
234,10783,12
235,10908,8
236,10955,12
237,10982,12
238,11092,12
239,11138,3
240,11458,7
241,11465,1
242,11480,7
243,11604,7
244,11751,6
245,11754,5
246,11759,2
247,11766,6
248,11768,6
249,11773,5
250,11775,3
251,11778,5
252,11789,2
253,11792,2
254,11814,1
255,11817,15
256,11820,16
