1,1,1
2,2,9
3,3,10
4,4,1
5,5,2
6,6,3
7,7,3
8,9,2
9,10,1
10,11,12
11,12,13
12,19,15
13,70,1
14,75,1
15,81,16
16,84,12
17,93,12
18,97,12
19,110,2
20,112,12
21,113,2
22,117,2
23,162,0
24,163,0
25,166,12
26,167,12
27,172,12
28,1354,12
29,1424,12
30,1722,3
31,1726,3
32,1732,3
33,1735,9
34,1739,9
35,1743,6
36,1745,9
37,1749,10
38,1754,9
39,1756,9
40,1762,10
41,1764,7
42,1768,7
43,1778,1
44,1782,3
45,1784,3
46,1785,3
47,1790,3
48,1793,9
49,1799,15
50,1802,3
51,1809,12
52,1811,9
53,2010,1
54,2020,10
55,2025,9
56,2035,3
57,2069,9
58,2302,15
59,2397,3
60,2411,9
61,2441,9
62,2625,9
63,3383,16
64,3388,1
65,3398,9
66,3402,9
67,3411,9
68,3417,10
69,3431,10
70,3433,10
71,3437,10
72,3440,10
73,3442,10
74,3443,10
75,3445,10
76,3456,10
77,3460,10
78,3463,9
79,3464,9
80,3548,3
81,3613,6
82,3662,6
83,3685,10
84,3733,10
85,3759,3
86,3826,10
87,4061,10
88,4065,10
89,4442,10
90,4599,10
91,4710,10
92,4762,9
93,5031,10
94,5035,10
95,5036,10
96,5038,10
97,5042,10
98,5048,10
99,5050,0
100,5052,10
101,5057,10
102,5063,10
103,5090,3
104,5092,10
105,5096,10
106,5098,3
107,5106,10
108,5114,3
109,5119,3
110,5127,3
111,5129,1
112,5265,10
113,5287,10
114,5336,10
115,5342,10
116,5462,10
117,5477,10
118,5511,10
119,5533,10
120,5574,10
121,5748,10
122,5787,10
123,5926,10
124,5955,10
125,6053,10
126,6069,10
127,6289,10
128,6412,9
129,6414,9
130,6681,9
131,6690,10
132,6692,10
133,6700,5
134,6702,10
135,6710,3
136,6711,3
137,6715,3
138,6738,11
139,6743,11
140,6744,11
141,6749,10
142,6752,10
143,6759,10
144,6761,6
145,6762,6
146,6768,10
147,6777,3
148,6909,10
149,7112,10
150,7135,10
151,7227,10
152,7268,10
153,7269,10
154,7278,6
155,7331,6
156,7354,10
157,7554,10
158,7591,10
159,7600,10
160,7652,10
161,7679,10
162,7899,10
163,7902,10
164,8047,10
165,8332,3
166,8333,3
167,8337,1
168,8340,1
169,8342,1
170,8348,1
171,8350,1
172,8358,9
173,8359,7
174,8362,9
175,8363,12
176,8371,7
177,8372,7
178,8379,1
179,8390,3
180,8395,9
181,8403,1
182,8407,9
183,8413,7
184,8415,9
185,8421,10
186,8423,9
187,8429,12
188,8433,10
189,8446,1
190,8450,1
191,8451,1
192,8460,1
193,8463,1
194,8469,10
195,8476,10
196,8481,12
197,8483,12
198,8735,1
199,8817,1
200,8830,1
201,8990,7
202,9012,1
203,9018,9
204,9053,9
205,9103,12
206,9158,7
207,9243,7
208,9246,7
209,9320,10
210,9380,1
211,9467,10
212,9488,12
213,9524,10
214,9611,12
215,9619,12
216,9623,10
217,10039,12
218,10044,12
219,10058,12
220,10060,12
221,10064,9
222,10068,9
223,10073,9
224,10075,9
225,10084,12
226,10094,9
227,10098,3
228,10104,7
229,10107,1
230,10112,1
231,10115,3
232,10125,9
233,10127,12
234,10128,12
235,10133,12
236,10134,12
237,10138,12
238,10155,1
239,10158,1
240,10163,0
241,10171,1
242,10172,12
243,10177,1
244,10181,12
245,10183,12
246,10187,9
247,10192,13
248,10194,12
249,10229,9
250,10332,12
251,10538,12
252,10554,12
253,10640,12
254,10726,9
255,10815,9
256,10983,9
257,11097,12
258,11103,9
259,11173,12
260,11434,3
261,11435,1
262,11463,0
263,11549,7
264,11614,1
265,11755,9
266,11764,3
267,11768,3
268,11773,5
269,11775,5
270,11785,5
271,11786,5
272,11791,2
273,11794,2
274,11803,1
275,11813,1
276,11817,16
277,11818,15
278,11823,15
279,11825,15
280,11827,15
281,11837,2
282,11842,2
283,12028,2
284,12091,9
285,12146,3
286,12185,2
287,12256,3
288,12372,2
289,12525,9
290,12621,12
291,12745,15
292,12746,15
293,13177,1
294,13403,5
295,13404,5
296,13408,5
297,13416,16
298,13418,16
299,13420,3
300,13424,1
301,13430,1
302,13436,3
303,13440,3
304,13445,3
305,13525,3
306,13601,3
307,13687,3
308,13740,3
309,13786,3
310,13843,3
311,13875,3
312,14305,3
313,14754,3
314,14779,10
315,14996,5
316,14997,2
317,15003,5
318,15004,5
319,15018,5
320,15019,5
321,15024,5
322,15029,5
